,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,BAL-2020-08-14,2020-08-14,BAL,H,WSN,13,3.0,3,2,1,0,1,1,0,1,1,0,0,4,6,4,0,99
1,BAL-2020-08-26,2020-08-26,BAL,A,TBR,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
2,BAL-2020-08-31,2020-08-31,BAL,A,TOR,17,4.1,0,3,3,0,0,2,0,6,0,0,0,3,6,4,1,4
3,BAL-2020-09-05,2020-09-05,BAL,H,NYY,23,5.1,0,3,1,0,0,4,0,8,0,0,0,5,6,3,0,4
4,BAL-2020-09-11,2020-09-11,BAL,A,NYY,7,0.2,4,3,1,0,0,1,0,1,0,0,0,1,4,3,0,5
5,BAL-2020-09-16,2020-09-16,BAL,H,ATL,19,5.0,0,3,0,0,0,1,0,9,0,0,0,3,6,2,1,4
6,BAL-2020-09-22,2020-09-22,BAL,A,BOS,21,4.0,2,8,1,0,0,0,0,6,0,1,0,6,9,6,1,5
7,BAL-2020-09-27,2020-09-27,BAL,A,TOR,15,3.0,4,5,1,0,2,1,0,4,0,1,0,2,8,4,0,4
0,BAL-2021-05-12,2021-05-12,BAL,A,NYM,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,99
1,BAL-2021-05-15,2021-05-15,BAL,H,NYY,13,3.1,3,4,0,0,0,0,0,1,0,0,1,4,8,3,0,2
2,BAL-2021-05-20,2021-05-20,BAL,H,TBR,15,3.0,2,5,0,0,0,1,0,4,0,1,0,7,3,2,0,4
3,BAL-2021-05-25,2021-05-25,BAL,A,MIN,12,3.0,2,3,1,0,1,0,0,3,0,0,0,3,6,1,2,4
4,BAL-2021-05-30,2021-05-30,BAL,A,CHW,21,4.2,1,5,0,0,1,2,0,4,0,0,0,5,10,3,1,4
5,BAL-2021-06-04,2021-06-04,BAL,H,CLE,19,5.0,0,3,0,0,0,1,0,4,0,0,0,5,9,4,0,4
6,BAL-2021-06-11,2021-06-11,BAL,A,TBR,18,4.0,3,5,0,0,1,3,0,2,0,0,1,5,8,2,3,6
7,BAL-2021-06-16,2021-06-16,BAL,A,CLE,27,5.2,8,8,2,0,1,3,0,7,0,0,0,5,12,6,1,4
8,BAL-2021-06-21,2021-06-21,BAL,H,HOU,21,4.0,5,6,1,0,1,4,0,5,0,1,1,7,5,3,0,4
9,BAL-2021-06-26,2021-06-26,BAL,A,TOR,21,4.1,6,7,3,0,2,1,0,3,0,0,0,6,11,3,1,4
10,BAL-2021-07-02,2021-07-02,BAL,A,LAA,16,3.0,4,7,1,0,2,1,0,3,0,0,1,3,9,3,1,5
11,BAL-2021-07-10,2021-07-10,BAL,H,CHW,19,4.1,4,6,2,0,0,1,0,6,0,0,1,4,8,4,0,7
12,BAL-2021-07-16,2021-07-16,BAL,A,KCR,20,3.0,6,8,4,0,0,3,0,2,0,1,0,6,9,5,1,5
13,BAL-2021-08-01,2021-08-01,BAL,A,DET,3,0.1,0,2,0,0,0,0,0,0,0,1,0,1,2,0,1,15
14,BAL-2021-08-03,2021-08-03,BAL,A,NYY,10,3.0,0,1,0,0,0,0,0,1,0,0,0,4,5,2,1,1
15,BAL-2021-08-10,2021-08-10,BAL,H,DET,17,3.0,6,7,2,2,0,1,0,5,0,0,0,3,8,4,1,6
16,BAL-2021-08-15,2021-08-15,BAL,A,BOS,20,4.0,3,6,1,0,1,3,1,2,0,0,1,3,12,4,1,4
17,BAL-2021-08-20,2021-08-20,BAL,H,ATL,24,5.0,3,5,0,0,2,3,0,3,0,0,0,8,10,3,0,4
18,BAL-2021-08-26,2021-08-26,BAL,H,LAA,26,7.0,1,3,0,0,1,2,0,6,1,0,0,4,13,2,3,5
19,BAL-2021-08-31,2021-08-31,BAL,A,TOR,20,5.0,1,2,1,0,1,3,0,5,0,0,0,4,8,0,1,4
20,BAL-2021-09-05,2021-09-05,BAL,A,NYY,18,4.0,4,3,0,0,1,2,0,5,1,0,0,4,6,2,0,4
21,BAL-2021-09-11,2021-09-11,BAL,H,TOR,23,6.0,3,3,0,0,1,2,0,3,0,0,0,8,10,2,3,5
22,BAL-2021-09-17,2021-09-17,BAL,A,BOS,20,4.0,4,6,3,0,1,3,0,0,0,1,0,6,11,5,2,5
23,BAL-2021-09-22,2021-09-22,BAL,A,PHI,21,5.1,1,5,0,0,0,1,0,6,0,0,1,8,6,4,0,4
