,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,SEA-2014-06-30,2014-06-30,SEA,A,HOU,24,6.0,3,5,0,0,2,2,0,6,1,0,2,8,7,6,0,99
1,SEA-2014-07-06,2014-07-06,SEA,A,CHW,19,4.0,1,2,1,0,0,5,1,3,0,0,0,5,6,2,0,5
2,SEA-2014-07-23,2014-07-23,SEA,H,NYM,23,5.0,2,2,1,0,0,6,0,5,1,0,1,5,6,2,2,16
3,SEA-2014-09-01,2014-09-01,SEA,A,OAK,26,6.0,1,6,1,0,0,2,0,5,1,0,1,5,13,9,2,39
4,SEA-2014-09-07,2014-09-07,SEA,A,TEX,5,1.1,0,1,0,1,0,0,0,1,0,0,0,3,1,0,0,5
5,SEA-2014-09-14,2014-09-14,SEA,H,OAK,10,2.0,1,3,1,0,0,0,0,1,0,0,0,6,3,2,0,6
6,SEA-2014-09-19,2014-09-19,SEA,A,HOU,25,5.2,2,8,1,0,0,2,0,7,0,0,2,8,8,5,1,4
7,SEA-2014-09-24,2014-09-24,SEA,A,TOR,28,8.0,1,4,0,0,0,1,0,6,0,0,1,11,10,2,2,4
0,SEA-2015-04-10,2015-04-10,SEA,A,OAK,21,3.1,9,9,2,0,1,2,1,3,0,0,0,6,10,7,1,99
1,SEA-2015-04-15,2015-04-15,SEA,A,LAD,22,4.0,5,6,1,0,0,4,0,3,1,0,0,5,9,5,2,4
2,SEA-2015-04-21,2015-04-21,SEA,H,HOU,25,5.1,1,4,1,0,0,4,0,8,1,1,0,2,10,4,3,5
3,SEA-2015-04-27,2015-04-27,SEA,A,TEX,27,7.0,0,6,1,0,0,1,0,5,0,0,0,12,9,5,1,5
4,SEA-2015-05-02,2015-05-02,SEA,A,HOU,19,3.0,7,9,2,0,3,1,0,2,0,0,1,7,9,4,1,4
5,SEA-2015-05-08,2015-05-08,SEA,H,OAK,22,5.0,3,5,1,0,1,2,0,6,0,0,0,8,6,2,1,5
6,SEA-2015-05-13,2015-05-13,SEA,H,SDP,23,6.0,2,4,1,0,1,1,0,6,0,1,0,4,12,5,1,4
7,SEA-2015-05-19,2015-05-19,SEA,A,BAL,21,3.2,4,7,0,0,0,4,0,3,0,0,1,6,8,6,0,5
8,SEA-2015-05-24,2015-05-24,SEA,A,TOR,27,5.2,4,6,1,0,2,4,0,3,0,0,0,6,14,5,4,4
9,SEA-2015-05-29,2015-05-29,SEA,H,CLE,25,8.0,0,2,0,0,0,0,0,8,0,0,1,9,8,3,3,4
10,SEA-2015-06-03,2015-06-03,SEA,H,NYY,30,8.0,3,5,1,0,2,1,0,7,0,0,0,9,13,4,1,4
11,SEA-2015-06-10,2015-06-10,SEA,A,CLE,27,6.0,1,8,2,0,0,2,0,6,0,0,1,10,9,4,2,6
12,SEA-2015-06-15,2015-06-15,SEA,A,SFG,28,7.0,1,7,1,0,0,0,0,6,0,0,0,11,11,6,2,4
13,SEA-2015-06-20,2015-06-20,SEA,H,HOU,24,6.1,3,5,1,0,2,0,0,11,0,0,0,5,8,4,1,4
14,SEA-2015-06-26,2015-06-26,SEA,A,LAA,28,7.0,1,7,1,0,1,0,0,6,1,0,0,7,14,7,4,5
15,SEA-2015-07-01,2015-07-01,SEA,A,SDP,20,6.0,0,1,0,0,0,0,0,7,1,0,0,4,8,1,2,4
16,SEA-2015-07-07,2015-07-07,SEA,H,DET,23,6.0,5,6,1,0,3,1,0,3,1,0,0,5,13,5,1,5
17,SEA-2015-07-12,2015-07-12,SEA,H,LAA,24,5.0,6,7,3,0,0,0,0,7,1,0,0,7,9,7,1,4
18,SEA-2015-07-21,2015-07-21,SEA,A,DET,22,4.1,5,7,0,0,2,0,0,4,1,0,0,4,13,6,0,8
19,SEA-2015-07-26,2015-07-26,SEA,H,TOR,24,6.0,3,6,1,0,1,3,0,6,0,1,1,6,9,4,1,4
