,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,SDP-2018-03-30,2018-03-30,SDP,H,MIL,4,3,1.1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,99,388,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SDP-2018-04-03,2018-04-03,SDP,H,COL,5,3,0.2,1,1,0,0,0,2,0,1,0,0,0,0,2,1,0,3,485,0.172,5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,77.6,0.173,5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,77.6
2,SDP-2018-04-04,2018-04-04,SDP,H,COL,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,291,0.328,10,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,87.3,0.328,10,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,87.3
3,HOU-2018-04-07,2018-04-07,SDP,A,HOU,3,3,1.0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,2,288,0.246,13,0.077,0.0,0.0,0.0,0.231,0.0,0.0,0.077,0.154,0.0,89.538,0.246,13,0.077,0.0,0.0,0.0,0.231,0.0,0.0,0.077,0.154,0.0,89.538
4,COL-2018-04-10,2018-04-10,SDP,A,COL,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,342,0.255,16,0.125,0.0,0.0,0.0,0.188,0.0,0.0,0.062,0.188,0.0,90.75,0.256,16,0.125,0.0,0.0,0.0,0.188,0.0,0.0,0.062,0.188,0.0,90.75
5,SDP-2018-04-13,2018-04-13,SDP,H,SFG,3,3,0.1,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,2,291,0.213,19,0.105,0.0,0.0,0.0,0.158,0.0,0.0,0.053,0.211,0.0,94.421,0.213,19,0.105,0.0,0.0,0.0,0.158,0.0,0.0,0.053,0.211,0.0,94.421
6,SDP-2018-04-16,2018-04-16,SDP,H,LAD,7,5,1.0,4,2,1,0,1,2,1,2,0,0,0,0,3,2,0,2,679,0.266,22,0.182,0.0,0.0,0.0,0.136,0.0,0.0,0.045,0.227,0.0,94.773,0.266,22,0.182,0.0,0.0,0.0,0.136,0.0,0.0,0.045,0.227,0.0,94.773
7,SDP-2018-04-17,2018-04-17,SDP,H,LAD,4,3,0.2,1,1,1,0,0,1,1,1,0,0,0,0,2,1,1,0,388,0.38,29,0.138,0.034,0.0,0.034,0.172,0.034,0.0,0.034,0.241,0.0,95.31,0.377,29,0.138,0.034,0.0,0.034,0.172,0.034,0.0,0.034,0.241,0.0,95.31
8,SDP-2018-04-18,2018-04-18,SDP,H,LAD,4,4,1.0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,388,0.406,33,0.121,0.061,0.0,0.03,0.182,0.061,0.0,0.03,0.242,0.0,95.515,0.404,33,0.121,0.061,0.0,0.03,0.182,0.061,0.0,0.03,0.242,0.0,95.515
9,ARI-2018-04-22,2018-04-22,SDP,A,ARI,6,6,2.0,0,0,0,0,0,0,0,2,0,0,0,1,3,3,0,3,606,0.412,33,0.152,0.061,0.0,0.03,0.152,0.061,0.0,0.0,0.242,0.0,95.515,0.382,37,0.135,0.054,0.0,0.027,0.162,0.054,0.0,0.027,0.216,0.0,95.676
10,COL-2018-04-24,2018-04-24,SDP,A,COL,6,6,2.0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,2,1,684,0.326,34,0.118,0.059,0.0,0.029,0.088,0.059,0.0,0.0,0.265,0.0,96.265,0.325,43,0.116,0.047,0.0,0.023,0.14,0.047,0.0,0.023,0.233,0.0,96.419
