,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,LAD-2020-07-25,2020-07-25,SFG,A,LAD,5,2.0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,99
1,SFG-2020-07-30,2020-07-30,SFG,H,SDP,8,1.2,2,3,2,0,1,0,0,2,0,0,0,3,3,2,0,4
2,SFG-2020-08-01,2020-08-01,SFG,H,TEX,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,COL-2020-08-03,2020-08-03,SFG,A,COL,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
4,COL-2020-08-05,2020-08-05,SFG,A,COL,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1
5,COL-2020-08-06,2020-08-06,SFG,A,COL,4,0.2,2,2,0,0,1,0,0,0,0,0,0,1,3,0,1,0
6,LAD-2020-08-09,2020-08-09,SFG,A,LAD,4,0.2,2,1,1,0,0,1,0,1,0,0,0,0,2,1,0,2
7,HOU-2020-08-12,2020-08-12,SFG,A,HOU,5,0.2,4,4,0,0,1,0,0,0,0,0,1,2,3,3,0,2
8,SFG-2020-08-16,2020-08-16,SFG,H,OAK,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,3
9,LAA-2020-08-18,2020-08-18,SFG,A,LAA,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1
10,SFG-2020-08-19,2020-08-19,SFG,H,LAA,4,1.1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
11,SFG-2020-08-23,2020-08-23,SFG,H,ARI,3,0.2,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,3
12,SFG-2020-08-25,2020-08-25,SFG,H,LAD,2,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
13,ARI-2020-08-28,2020-08-28,SFG,A,ARI,6,1.1,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,2
14,COL-2020-09-02,2020-09-02,SFG,A,COL,4,1.0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,4
15,SFG-2020-09-05,2020-09-05,SFG,H,ARI,5,1.1,0,1,0,0,0,0,0,1,0,0,0,0,4,1,1,2
16,SFG-2020-09-06,2020-09-06,SFG,H,ARI,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,SFG-2020-09-08,2020-09-08,SFG,H,SEA,5,1.0,0,2,1,0,0,0,0,2,0,0,0,0,3,1,0,1
18,SFG-2020-09-16,2020-09-16,SFG,H,SEA,3,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
19,OAK-2020-09-18,2020-09-18,SFG,A,OAK,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1
20,OAK-2020-09-20,2020-09-20,SFG,A,OAK,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1
21,SFG-2020-09-23,2020-09-23,SFG,H,COL,4,1.0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,0,2
22,SFG-2020-09-24,2020-09-24,SFG,H,COL,2,0.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
23,SFG-2020-09-25,2020-09-25,SFG,H,SDP,4,1.0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0
0,SEA-2021-04-01,2021-04-01,SFG,A,SEA,2,0.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,99
1,SDP-2021-04-05,2021-04-05,SFG,A,SDP,2,0.1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3
2,SFG-2021-04-10,2021-04-10,SFG,H,COL,3,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,4
3,SFG-2021-04-14,2021-04-14,SFG,H,CIN,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
4,MIA-2021-04-17,2021-04-17,SFG,A,MIA,3,0.1,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,2
5,MIA-2021-04-18,2021-04-18,SFG,A,MIA,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
6,PHI-2021-04-21,2021-04-21,SFG,A,PHI,5,1.0,0,2,0,0,0,0,0,2,0,0,0,1,2,2,0,2
7,SFG-2021-04-28,2021-04-28,SFG,H,COL,5,1.0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,6
8,SDP-2021-05-01,2021-05-01,SFG,A,SDP,3,0.2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2
9,SDP-2021-05-02,2021-05-02,SFG,A,SDP,4,1.0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0
10,COL-2021-05-05,2021-05-05,SFG,A,COL,4,1.0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,2
11,SFG-2021-05-08,2021-05-08,SFG,H,SDP,4,1.0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,2
12,SFG-2021-05-11,2021-05-11,SFG,H,TEX,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1,2
13,PIT-2021-05-13,2021-05-13,SFG,A,PIT,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1
14,PIT-2021-05-14,2021-05-14,SFG,A,PIT,5,0.2,1,1,0,1,0,2,2,0,0,1,0,0,3,1,1,0
15,PIT-2021-05-16,2021-05-16,SFG,A,PIT,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1
16,CIN-2021-05-17,2021-05-17,SFG,A,CIN,2,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
17,SFG-2021-05-21,2021-05-21,SFG,H,LAD,4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,3
