,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,CHC-2014-04-04,2014-04-04,PHI,A,CHC,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99
1,CHC-2014-04-06,2014-04-06,PHI,A,CHC,7,2.0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,0,1
2,PHI-2014-04-09,2014-04-09,PHI,H,MIL,4,1.0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,2
3,PHI-2014-04-10,2014-04-10,PHI,H,MIL,3,0.0,3,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0
4,COL-2014-04-18,2014-04-18,PHI,A,COL,5,0.2,1,2,0,0,0,1,0,0,0,0,0,1,3,3,0,7
5,LAD-2014-04-21,2014-04-21,PHI,A,LAD,4,1.0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2
6,LAD-2014-04-23,2014-04-23,PHI,A,LAD,4,0.2,1,2,1,1,0,0,0,2,0,0,0,1,1,0,0,1
7,ARI-2014-04-26,2014-04-26,PHI,A,ARI,6,1.0,0,1,1,0,0,2,1,0,0,0,0,1,3,2,0,2
8,PHI-2014-04-29,2014-04-29,PHI,H,NYM,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2
9,PHI-2014-05-06,2014-05-06,PHI,H,TOR,4,1.0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,6
10,NYM-2014-05-11,2014-05-11,PHI,A,NYM,10,1.1,1,4,0,0,0,2,2,0,0,0,0,6,2,1,0,4
11,PHI-2014-05-14,2014-05-14,PHI,H,LAA,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2
12,MIA-2014-05-21,2014-05-21,PHI,A,MIA,7,1.0,4,3,0,0,1,1,0,0,0,0,0,1,5,4,0,6
13,PHI-2014-05-25,2014-05-25,PHI,H,LAD,6,2.0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,1,3
14,PHI-2014-05-27,2014-05-27,PHI,H,COL,4,0.1,2,2,1,1,0,1,1,0,0,0,0,1,2,0,0,1
15,PHI-2014-05-31,2014-05-31,PHI,H,NYM,12,4.0,0,0,0,0,0,0,0,6,0,0,0,2,4,1,1,3
16,PHI-2014-07-13,2014-07-13,PHI,H,WSN,1,0.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,42
17,ATL-2014-07-18,2014-07-18,PHI,A,ATL,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4
18,PHI-2014-07-21,2014-07-21,PHI,H,SFG,5,1.0,1,2,0,1,0,1,0,0,0,0,0,0,4,2,1,2
19,PHI-2014-07-22,2014-07-22,PHI,H,SFG,13,2.0,4,5,2,0,0,2,1,1,0,0,0,3,7,3,2,0
0,CLE-2015-06-19,2015-06-19,CLE,H,TBR,4,1.0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,99
1,CLE-2015-06-22,2015-06-22,CLE,H,DET,9,3.0,0,1,0,0,0,0,0,1,0,1,1,4,4,3,0,2
2,BAL-2015-06-28,2015-06-28,CLE,A,BAL,2,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5
3,PIT-2015-07-05,2015-07-05,CLE,A,PIT,4,1.0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,6
4,CLE-2015-07-06,2015-07-06,CLE,H,HOU,8,2.0,1,1,0,0,1,1,0,2,0,0,0,2,3,0,0,0
5,CIN-2015-07-17,2015-07-17,CLE,A,CIN,7,2.0,0,1,1,0,0,0,0,2,0,0,0,3,2,2,0,10
6,CIN-2015-07-19,2015-07-19,CLE,A,CIN,2,0.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
7,MIL-2015-07-21,2015-07-21,CLE,A,MIL,2,0.1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
8,CLE-2015-07-23,2015-07-23,CLE,H,CHW,3,1.0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1
9,CLE-2015-07-25,2015-07-25,CLE,H,CHW,8,2.1,1,1,0,0,0,0,0,3,0,0,0,3,2,1,1,1
10,CLE-2015-07-27,2015-07-27,CLE,H,KCR,3,1.0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1
11,OAK-2015-08-01,2015-08-01,CLE,A,OAK,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
12,LAA-2015-08-03,2015-08-03,CLE,A,LAA,2,0.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
13,CLE-2015-08-07,2015-08-07,CLE,H,MIN,6,1.1,1,2,2,0,0,0,0,0,0,0,0,3,3,3,0,3
14,CLE-2015-08-11,2015-08-11,CLE,H,NYY,4,1.0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,3
15,CLE-2015-08-13,2015-08-13,CLE,H,NYY,5,1.2,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,1
16,BOS-2015-08-18,2015-08-18,CLE,A,BOS,8,2.0,0,2,0,0,0,0,0,0,0,0,0,4,4,1,1,4
17,NYY-2015-08-22,2015-08-22,CLE,A,NYY,5,1.0,1,3,1,0,0,0,0,0,0,1,0,2,3,3,0,3
18,CLE-2015-08-26,2015-08-26,CLE,H,MIL,4,1.1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3
19,CLE-2015-08-29,2015-08-29,CLE,H,LAA,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2
20,TOR-2015-09-01,2015-09-01,CLE,A,TOR,3,1.0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2
21,TOR-2015-09-02,2015-09-02,CLE,A,TOR,5,1.0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,1,0
22,DET-2015-09-05,2015-09-05,CLE,A,DET,5,1.0,0,2,0,0,0,0,0,2,0,0,0,1,2,1,0,2
23,CHW-2015-09-09,2015-09-09,CLE,A,CHW,4,1.1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,3
24,CLE-2015-09-13,2015-09-13,CLE,H,DET,4,1.1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,3
