,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,MIL-2016-06-29,2016-06-29,LAD,A,MIL,23,5.0,5,8,1,0,1,2,1,7,0,0,0,7,7,6,0,99
1,COL-2016-08-03,2016-08-03,LAD,A,COL,23,4.0,9,10,0,0,4,1,0,1,0,0,0,10,11,6,2,34
2,LAD-2016-08-14,2016-08-14,LAD,H,PIT,15,3.0,1,2,0,0,0,4,0,2,0,0,0,6,3,2,0,10
3,LAD-2016-08-28,2016-08-28,LAD,H,CHC,19,5.0,0,2,0,0,0,2,0,8,0,0,0,3,6,1,1,13
4,LAD-2016-09-07,2016-09-07,LAD,H,ARI,22,5.0,1,5,1,0,0,2,0,1,0,0,0,7,12,3,1,9
5,ARI-2016-09-17,2016-09-17,LAD,A,ARI,21,5.0,2,5,0,0,2,1,0,6,0,0,0,5,9,4,3,9
6,SDP-2016-09-27,2016-09-27,LAD,A,SDP,3,1.0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,9
0,LAD-2017-06-20,2017-06-20,LAD,H,NYM,10,3.0,0,0,0,0,0,1,0,4,1,0,1,1,3,3,0,99
1,LAA-2017-06-28,2017-06-28,LAD,A,LAA,7,2.0,0,1,0,0,0,0,0,1,0,0,0,3,3,2,1,7
2,SDP-2017-07-01,2017-07-01,LAD,A,SDP,6,2.0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2
3,LAD-2017-07-07,2017-07-07,LAD,H,KCR,6,2.0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,5
4,MIA-2017-07-15,2017-07-15,LAD,A,MIA,8,2.0,0,2,0,0,0,1,0,1,0,0,1,2,4,1,2,7
5,LAD-2017-07-20,2017-07-20,LAD,H,ATL,8,2.0,0,2,0,0,0,1,0,1,0,0,0,4,2,1,1,4
6,LAD-2017-07-26,2017-07-26,LAD,H,MIN,18,3.2,0,5,1,0,0,1,0,2,0,0,1,6,9,4,1,5
7,ATL-2017-08-02,2017-08-02,LAD,A,ATL,18,4.0,2,3,0,0,1,3,0,1,0,0,0,6,8,2,0,6
8,ARI-2017-08-10,2017-08-10,LAD,A,ARI,7,1.1,2,3,1,0,1,0,0,2,0,0,0,0,5,2,0,7
9,PIT-2017-08-22,2017-08-22,LAD,A,PIT,13,2.0,5,4,0,0,1,4,0,2,0,0,1,3,4,1,1,11
10,SDP-2017-09-02,2017-09-02,LAD,A,SDP,18,4.0,1,2,1,0,0,4,1,5,0,1,0,4,5,3,1,10
11,LAD-2017-09-07,2017-09-07,LAD,H,COL,8,1.1,2,3,0,0,0,1,1,0,0,0,0,5,2,1,0,4
12,WSN-2017-09-15,2017-09-15,LAD,A,WSN,8,2.0,0,1,0,0,0,1,0,4,0,0,0,1,2,0,1,7
13,PHI-2017-09-19,2017-09-19,LAD,A,PHI,4,1.0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,3
14,LAD-2017-09-26,2017-09-26,LAD,H,SDP,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,6
15,COL-2017-09-29,2017-09-29,LAD,A,COL,4,1.0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2
