,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,ARI-2014-04-01,2014-04-01,SFG,A,ARI,23,21,5.0,2,7,2,0,0,2,0,2,0,0,1,12,7,4,2,99,2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,LAD-2014-04-06,2014-04-06,SFG,A,LAD,24,23,6.0,5,6,3,0,3,0,0,3,0,1,0,9,12,3,1,4,2280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,SFG-2014-04-12,2014-04-12,SFG,H,COL,28,23,7.0,1,4,2,0,0,3,1,8,0,1,0,8,9,3,3,5,2660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,SDP-2014-04-18,2014-04-18,SFG,A,SDP,26,24,7.0,0,4,0,1,0,2,0,8,0,0,1,8,8,3,0,5,2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,COL-2014-04-23,2014-04-23,SFG,A,COL,30,27,6.0,7,10,1,0,2,3,0,4,0,0,0,9,14,8,2,4,3540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,LAD-2014-05-10,2014-05-10,SFG,A,LAD,21,16,5.0,0,3,0,0,0,4,0,4,1,0,1,4,8,4,2,16,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,SFG-2014-05-15,2014-05-15,SFG,H,MIA,33,30,7.2,4,6,3,0,2,3,1,7,0,0,0,9,14,4,1,4,3135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,COL-2014-05-21,2014-05-21,SFG,A,COL,10,9,3.0,0,0,0,0,0,0,0,3,1,0,0,4,2,2,0,5,1180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,SFG-2014-06-06,2014-06-06,SFG,H,NYM,23,22,7.0,2,3,1,0,1,1,0,3,0,0,2,10,9,3,1,15,2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,SFG-2014-06-11,2014-06-11,SFG,H,WSN,23,17,5.0,4,3,1,0,1,5,0,4,0,0,0,7,7,1,0,4,2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
