,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,DET-2015-06-25,2015-06-25,DET,H,CHW,2,2,0.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,99,204,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,DET-2015-06-26,2015-06-26,DET,H,CHW,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,306,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,68.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,68.0
2,DET-2015-06-30,2015-06-30,DET,H,PIT,4,3,1.0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,408,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,85.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,85.0
3,DET-2015-07-02,2015-07-02,DET,H,PIT,6,5,0.1,4,4,2,0,0,0,0,0,1,0,0,2,3,2,0,1,612,0.076,10,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,91.8,0.077,10,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,91.8
4,DET-2015-07-03,2015-07-03,DET,H,TOR,2,1,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,204,0.379,16,0.125,0.125,0.0,0.0,0.062,0.0,0.062,0.0,0.312,0.0,95.625,0.384,16,0.125,0.125,0.0,0.0,0.062,0.0,0.062,0.0,0.312,0.0,95.625
5,SEA-2015-07-06,2015-07-06,DET,A,SEA,3,3,1.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,288,0.374,18,0.111,0.111,0.0,0.0,0.111,0.0,0.056,0.0,0.278,0.0,96.333,0.379,18,0.111,0.111,0.0,0.0,0.111,0.0,0.056,0.0,0.278,0.0,96.333
6,SEA-2015-07-07,2015-07-07,DET,A,SEA,5,3,1.0,0,1,0,0,0,1,0,1,0,0,0,2,1,1,0,0,480,0.318,21,0.095,0.095,0.0,0.0,0.095,0.0,0.048,0.0,0.381,0.0,96.286,0.322,21,0.095,0.095,0.0,0.0,0.095,0.0,0.048,0.0,0.381,0.0,96.286
7,MIN-2015-07-10,2015-07-10,DET,A,MIN,5,5,0.2,3,3,1,0,0,0,0,1,0,0,0,1,3,2,1,2,510,0.331,26,0.115,0.077,0.0,0.0,0.115,0.0,0.038,0.0,0.346,0.0,96.231,0.335,26,0.115,0.077,0.0,0.0,0.115,0.0,0.038,0.0,0.346,0.0,96.231
8,MIN-2015-07-12,2015-07-12,DET,A,MIN,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,306,0.378,31,0.161,0.097,0.0,0.0,0.097,0.0,0.032,0.0,0.323,0.0,97.161,0.383,31,0.161,0.097,0.0,0.0,0.097,0.0,0.032,0.0,0.323,0.0,97.161
9,DET-2015-07-18,2015-07-18,DET,H,BAL,6,6,0.2,2,4,2,0,0,0,0,1,0,0,0,1,4,3,0,5,612,0.406,29,0.172,0.103,0.0,0.0,0.103,0.0,0.034,0.0,0.276,0.0,96.828,0.347,34,0.147,0.088,0.0,0.0,0.088,0.0,0.029,0.0,0.324,0.0,97.588
