,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,OAK-2017-07-18,2017-07-18,TBR,A,OAK,3,3,0.2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,99,291,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,OAK-2017-07-19,2017-07-19,TBR,A,OAK,5,5,0.2,1,3,1,0,0,0,0,0,0,0,0,2,3,2,1,0,485,0.292,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,72.75,0.293,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,72.75
2,TBR-2017-07-23,2017-07-23,TBR,H,TEX,5,4,1.0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,1,3,480,0.483,9,0.333,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,86.222,0.484,9,0.333,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,86.222
3,NYY-2017-07-27,2017-07-27,TBR,A,NYY,5,3,1.0,1,1,0,0,1,1,0,1,0,0,0,1,2,1,0,3,500,0.418,14,0.286,0.071,0.0,0.0,0.071,0.0,0.0,0.0,0.214,0.0,89.714,0.419,14,0.286,0.071,0.0,0.0,0.071,0.0,0.0,0.0,0.214,0.0,89.714
4,TBR-2017-08-23,2017-08-23,TBR,H,TOR,5,5,1.2,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0,26,480,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,19,0.211,0.053,0.0,0.053,0.105,0.0,0.0,0.0,0.211,0.0,92.421
5,CHW-2017-09-03,2017-09-03,TBR,A,CHW,4,4,1.0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,10,392,0.175,6,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,80.0,0.41,24,0.208,0.042,0.0,0.042,0.083,0.0,0.0,0.042,0.208,0.0,93.167
6,TBR-2017-09-04,2017-09-04,TBR,H,MIN,6,5,1.0,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,576,0.097,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,87.2,0.347,28,0.179,0.036,0.0,0.036,0.071,0.0,0.0,0.036,0.214,0.0,93.857
7,BOS-2017-09-08,2017-09-08,TBR,A,BOS,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,315,0.237,16,0.062,0.0,0.0,0.062,0.062,0.0,0.0,0.062,0.125,0.0,90.5,0.367,34,0.147,0.029,0.0,0.059,0.088,0.0,0.0,0.029,0.176,0.0,94.235
8,TBR-2017-09-11,2017-09-11,TBR,H,NYY,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,288,0.197,19,0.053,0.0,0.0,0.053,0.053,0.0,0.0,0.053,0.158,0.0,92.789,0.335,37,0.135,0.027,0.0,0.054,0.081,0.0,0.0,0.027,0.189,0.0,95.108
9,TBR-2017-09-13,2017-09-13,TBR,H,NYY,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,288,0.167,17,0.0,0.0,0.0,0.059,0.059,0.0,0.0,0.0,0.176,0.0,92.412,0.309,40,0.125,0.025,0.0,0.05,0.075,0.0,0.0,0.025,0.2,0.0,95.175
