,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,ARI-2020-07-25,2020-07-25,ARI,A,SDP,5,1.2,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,99
1,ARI-2020-08-01,2020-08-01,ARI,H,LAD,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,6
2,ARI-2020-08-04,2020-08-04,ARI,H,HOU,13,3.0,0,2,0,0,0,1,0,2,1,0,0,6,3,3,0,2
3,ARI-2020-08-09,2020-08-09,ARI,A,SDP,14,3.0,3,2,0,0,2,2,0,6,1,0,0,0,5,1,0,4
4,ARI-2020-08-15,2020-08-15,ARI,H,SDP,6,0.2,2,1,0,0,1,3,0,1,0,0,0,0,2,1,0,5
5,ARI-2020-08-18,2020-08-18,ARI,H,OAK,11,3.0,0,0,0,0,0,2,0,6,0,0,0,1,2,1,1,2
6,ARI-2020-08-22,2020-08-22,ARI,A,SFG,7,1.2,0,1,0,0,0,0,0,1,1,0,0,1,4,1,2,3
7,ARI-2020-08-24,2020-08-24,ARI,H,COL,9,2.0,1,2,1,0,0,1,1,1,0,0,0,1,6,1,1,1
8,ARI-2020-08-25,2020-08-25,ARI,H,COL,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,ARI-2020-08-28,2020-08-28,ARI,H,SFG,9,2.0,3,4,1,1,1,0,0,1,0,0,1,5,3,3,0,2
10,ARI-2020-09-20,2020-09-20,ARI,A,HOU,6,0.2,1,2,0,0,1,2,0,0,0,0,0,1,3,1,0,22
11,ARI-2020-09-26,2020-09-26,ARI,H,COL,4,1.0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,5
0,ARI-2021-04-04,2021-04-04,ARI,A,SDP,24,6.0,0,3,1,0,0,3,1,5,1,0,1,7,8,4,0,99
1,ARI-2021-04-09,2021-04-09,ARI,H,CIN,23,5.0,3,7,2,0,1,0,0,3,0,1,0,6,14,7,2,4
2,ARI-2021-04-16,2021-04-16,ARI,A,WSN,23,6.0,0,4,0,0,0,2,0,3,0,0,0,6,12,4,0,6
3,ARI-2021-04-22,2021-04-22,ARI,A,CIN,23,5.1,4,5,0,0,3,1,0,7,0,0,0,6,9,2,0,5
4,ARI-2021-05-23,2021-05-23,ARI,A,COL,11,1.2,0,1,0,0,0,2,0,2,2,0,0,1,4,2,1,30
5,ARI-2021-07-09,2021-07-09,ARI,A,LAD,18,4.1,1,3,1,0,1,2,0,5,0,0,0,2,9,3,2,46
6,ARI-2021-07-20,2021-07-20,ARI,H,PIT,23,4.2,5,8,2,0,2,1,0,8,0,0,0,4,10,4,0,10
7,ARI-2021-07-27,2021-07-27,ARI,A,TEX,22,3.2,5,5,2,0,1,5,0,3,1,0,0,4,9,1,2,6
8,ARI-2021-08-02,2021-08-02,ARI,H,SFG,21,4.1,5,5,0,0,1,3,0,7,0,0,0,7,4,0,1,5
9,ARI-2021-08-07,2021-08-07,ARI,A,SDP,21,5.0,2,4,1,0,2,2,0,7,1,0,1,5,6,1,2,4
10,ARI-2021-08-17,2021-08-17,ARI,H,PHI,20,5.0,1,2,0,0,1,3,1,5,0,0,0,2,10,1,0,9
11,ARI-2021-08-22,2021-08-22,ARI,A,COL,21,5.0,1,1,1,0,0,5,0,5,1,0,1,5,5,3,0,4
12,ARI-2021-08-27,2021-08-27,ARI,A,PHI,23,5.0,2,5,2,0,1,3,0,4,0,0,0,6,10,6,1,4
13,ARI-2021-09-04,2021-09-04,ARI,H,SEA,4,1.0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,7
14,ARI-2021-09-08,2021-09-08,ARI,H,TEX,5,0.1,3,3,2,0,0,1,0,0,0,0,0,1,3,2,0,3
15,ARI-2021-09-12,2021-09-12,ARI,A,SEA,4,1.0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,3
16,ARI-2021-09-15,2021-09-15,ARI,A,LAD,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2
17,ARI-2021-09-18,2021-09-18,ARI,A,HOU,4,1.0,0,2,0,0,0,0,0,0,0,0,0,1,3,3,0,2
18,ARI-2021-09-20,2021-09-20,ARI,H,ATL,8,1.0,1,3,0,0,1,1,0,2,0,0,0,3,2,1,0,1
19,ARI-2021-09-23,2021-09-23,ARI,H,ATL,6,1.0,1,2,1,0,0,1,1,2,0,1,0,1,2,0,0,2
20,ARI-2021-09-26,2021-09-26,ARI,H,LAD,5,1.0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,2
21,ARI-2021-09-29,2021-09-29,ARI,A,SFG,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2
22,ARI-2021-10-03,2021-10-03,ARI,H,COL,4,1.0,0,1,1,0,0,0,0,1,0,0,0,2,1,1,0,3
