,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,BAL-2015-05-20,2015-05-20,BAL,H,SEA,4,1.0,0,2,0,0,0,0,0,0,0,0,1,2,2,1,1,99
1,MIA-2015-05-22,2015-05-22,BAL,A,MIA,6,1.0,1,3,1,0,0,0,0,1,0,0,0,2,3,2,0,1
2,BAL-2015-05-28,2015-05-28,BAL,H,CHW,24,6.0,2,5,3,0,0,1,0,1,1,0,0,10,11,6,2,5
3,BAL-2015-06-14,2015-06-14,BAL,H,NYY,13,3.1,0,3,1,0,0,0,0,1,0,0,0,6,6,3,0,16
4,TOR-2015-06-19,2015-06-19,BAL,A,TOR,21,5.2,1,5,2,0,0,2,0,1,0,1,2,12,6,0,0,4
5,OAK-2015-08-03,2015-08-03,BAL,A,OAK,30,7.2,2,6,2,0,0,2,0,3,0,0,0,16,9,4,1,44
6,TBR-2015-09-18,2015-09-18,BAL,A,TBR,22,4.1,6,8,3,0,1,2,1,1,0,0,1,8,11,5,0,45
7,WSN-2015-09-24,2015-09-24,BAL,A,WSN,24,6.0,2,6,1,0,0,2,0,4,0,1,2,12,6,4,0,5
8,BAL-2015-10-01,2015-10-01,BAL,H,TOR,5,1.0,0,1,1,0,0,2,0,1,0,0,0,0,2,2,0,6
0,BAL-2016-04-04,2016-04-04,BAL,H,MIN,11,3.0,0,2,1,0,0,0,0,1,0,0,0,3,7,4,2,99
1,BOS-2016-04-13,2016-04-13,BAL,A,BOS,11,3.0,0,2,0,0,0,0,0,2,0,0,0,3,6,2,4,8
2,BAL-2016-04-19,2016-04-19,BAL,H,TOR,10,2.0,1,2,1,0,0,2,0,1,0,0,0,3,4,3,0,5
3,KCR-2016-04-23,2016-04-23,BAL,A,KCR,21,5.0,3,6,2,0,1,0,0,2,0,0,1,11,8,3,0,3
4,BAL-2016-04-28,2016-04-28,BAL,H,CHW,20,4.2,2,4,1,0,1,1,0,3,1,0,0,8,7,4,1,4
5,BAL-2016-05-04,2016-05-04,BAL,H,NYY,25,6.0,2,4,1,0,0,3,0,4,0,1,1,13,5,3,0,5
6,MIN-2016-05-11,2016-05-11,BAL,A,MIN,27,7.0,2,6,1,0,1,1,0,2,0,0,1,7,17,5,1,6
7,BAL-2016-05-19,2016-05-19,BAL,H,SEA,26,6.0,5,6,1,0,1,3,1,3,0,0,0,8,12,2,0,7
8,HOU-2016-05-25,2016-05-25,BAL,A,HOU,26,6.0,3,6,0,0,2,0,0,4,0,0,1,14,8,3,2,5
9,BAL-2016-05-30,2016-05-30,BAL,H,BOS,30,6.2,3,8,2,1,1,2,0,4,0,0,0,15,9,3,2,4
10,BAL-2016-06-04,2016-06-04,BAL,H,NYY,19,4.0,5,7,3,0,0,0,0,1,0,1,0,11,7,3,0,4
11,TOR-2016-06-09,2016-06-09,BAL,A,TOR,27,5.2,5,7,3,1,0,3,0,3,0,1,0,5,16,4,4,4
12,BOS-2016-06-16,2016-06-16,BAL,A,BOS,28,8.0,0,3,1,0,0,1,0,6,0,0,0,8,13,8,1,6
13,BAL-2016-06-21,2016-06-21,BAL,H,SDP,29,6.0,3,9,2,0,1,1,0,4,2,0,1,8,14,10,1,4
14,BAL-2016-06-26,2016-06-26,BAL,H,TBR,25,5.0,5,10,2,1,2,2,0,1,0,0,2,7,15,8,3,4
15,SEA-2016-07-02,2016-07-02,BAL,A,SEA,20,3.0,8,9,1,0,3,2,0,2,0,0,0,5,11,6,0,5
16,BAL-2016-07-26,2016-07-26,BAL,H,COL,12,4.0,0,0,0,0,0,0,0,3,0,0,0,5,4,2,0,23
17,SFG-2016-08-14,2016-08-14,BAL,A,SFG,10,1.2,0,4,0,0,0,1,0,1,0,0,0,6,2,1,1,18
18,BAL-2016-08-17,2016-08-17,BAL,H,BOS,8,1.2,3,4,2,0,0,0,0,2,0,0,0,2,4,4,0,2
19,BAL-2016-08-19,2016-08-19,BAL,H,HOU,10,2.0,4,5,0,0,2,0,0,3,0,0,0,2,5,5,0,1
20,DET-2016-09-10,2016-09-10,BAL,A,DET,6,1.0,1,3,1,0,0,0,0,1,0,0,0,3,2,2,0,21
21,BAL-2016-09-19,2016-09-19,BAL,H,BOS,6,1.1,0,2,0,0,0,0,0,0,1,0,1,4,1,1,0,8
22,BAL-2016-09-24,2016-09-24,BAL,H,ARI,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
23,NYY-2016-09-30,2016-09-30,BAL,A,NYY,6,1.0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,5
0,BAL-2017-04-03,2017-04-03,BAL,H,TOR,4,1.0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,99
1,BAL-2017-04-09,2017-04-09,BAL,H,NYY,7,1.1,2,3,0,1,0,0,0,2,0,0,0,2,3,2,0,5
2,TOR-2017-04-15,2017-04-15,BAL,A,TOR,2,0.1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,5
3,TOR-2017-04-16,2017-04-16,BAL,A,TOR,2,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,CIN-2017-04-18,2017-04-18,BAL,A,CIN,9,2.0,0,1,0,0,0,2,1,1,0,0,0,4,2,2,0,1
5,BOS-2017-05-04,2017-05-04,BAL,A,BOS,23,6.0,3,6,0,0,1,0,0,1,0,0,1,10,12,4,2,15
6,BAL-2017-05-22,2017-05-22,BAL,H,MIN,10,1.1,4,5,2,0,0,1,0,1,0,1,0,1,7,6,0,17
7,HOU-2017-05-27,2017-05-27,BAL,A,HOU,6,1.0,1,3,1,0,0,0,0,0,1,0,0,1,4,4,0,4
8,MIL-2017-07-04,2017-07-04,BAL,A,MIL,7,2.0,1,2,0,0,1,0,0,3,0,0,0,2,2,2,0,37
