,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,MIA-2015-06-20,2015-06-20,MIA,A,CIN,25,7.0,0,4,1,0,0,2,0,2,0,0,3,10,11,7,0,99
1,MIA-2015-06-26,2015-06-26,MIA,H,LAD,18,4.0,5,6,0,0,1,1,0,2,1,0,1,5,9,5,0,5
2,MIA-2015-08-11,2015-08-11,MIA,H,BOS,25,5.2,4,9,1,2,0,1,0,0,0,0,2,13,11,8,1,45
3,MIA-2015-08-17,2015-08-17,MIA,A,MIL,28,6.2,2,6,2,0,0,2,0,3,0,0,1,13,10,8,0,5
4,MIA-2015-08-22,2015-08-22,MIA,H,PHI,28,7.2,2,5,2,0,1,1,0,4,0,0,0,10,13,5,1,4
5,MIA-2015-08-27,2015-08-27,MIA,H,PIT,26,6.0,2,6,0,1,1,4,1,1,0,1,1,11,10,5,1,4
6,MIA-2015-09-01,2015-09-01,MIA,A,ATL,27,7.0,0,6,1,0,0,2,0,3,1,0,2,10,11,6,1,4
7,MIA-2015-09-07,2015-09-07,MIA,H,MIL,23,4.1,5,9,3,1,1,1,0,1,0,0,0,9,12,4,3,5
8,MIA-2015-09-14,2015-09-14,MIA,A,NYM,24,6.0,3,6,2,0,2,1,1,2,0,0,0,9,12,2,2,6
9,MIA-2015-09-20,2015-09-20,MIA,A,WSN,25,5.2,7,7,1,0,1,2,0,3,0,2,0,7,13,8,1,5
10,MIA-2015-09-26,2015-09-26,MIA,H,ATL,25,7.0,1,2,0,0,0,3,0,0,0,0,1,12,10,3,1,5
11,MIA-2015-10-03,2015-10-03,MIA,A,PHI,27,7.0,2,6,1,0,1,0,0,2,1,0,1,10,14,7,3,6
0,MIA-2016-04-27,2016-04-27,MIA,A,LAD,25,7.1,0,2,0,0,0,2,0,2,0,0,1,14,8,3,1,99
1,MIA-2016-05-03,2016-05-03,MIA,H,ARI,27,6.0,4,7,0,0,1,3,0,0,0,1,1,11,13,5,0,5
2,MIA-2016-05-08,2016-05-08,MIA,H,PHI,26,6.0,2,7,1,1,0,1,0,1,0,0,0,15,9,2,1,4
3,MIA-2016-05-14,2016-05-14,MIA,A,WSN,23,4.2,4,5,0,0,0,5,0,1,0,2,1,6,11,6,3,5
4,MIA-2016-05-20,2016-05-20,MIA,H,WSN,22,5.1,4,6,3,0,2,0,0,2,0,0,0,6,14,9,0,5
5,MIA-2016-05-25,2016-05-25,MIA,A,TBR,24,5.2,3,8,1,0,1,1,0,6,1,0,1,6,10,6,1,4
6,MIA-2016-05-30,2016-05-30,MIA,H,PIT,20,5.0,3,6,1,0,0,0,0,4,0,0,0,5,11,5,1,4
7,MIA-2016-06-04,2016-06-04,MIA,H,NYM,25,5.1,2,9,1,0,0,1,0,2,1,1,1,7,14,8,2,4
8,MIA-2016-06-10,2016-06-10,MIA,A,ARI,29,5.2,5,12,3,0,0,1,0,6,0,1,1,14,8,6,0,5
9,MIA-2016-06-15,2016-06-15,MIA,A,SDP,24,4.2,5,10,3,0,1,0,0,3,0,1,0,7,14,8,1,4
10,MIA-2016-07-01,2016-07-01,MIA,A,ATL,22,5.0,4,7,1,0,1,1,0,1,0,0,1,13,7,5,0,15
11,MIA-2016-07-06,2016-07-06,MIA,A,NYM,18,4.0,4,4,1,0,2,1,0,2,0,0,0,9,6,2,1,4
12,MIA-2016-08-28,2016-08-28,MIA,H,SDP,27,6.0,3,8,2,1,0,1,1,0,1,0,1,10,15,8,3,52
13,MIA-2016-09-13,2016-09-13,MIA,A,ATL,7,2.0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,15
14,MIA-2016-09-17,2016-09-17,MIA,A,PHI,13,2.1,1,4,0,0,0,2,0,1,0,0,0,6,4,1,2,3
15,MIA-2016-09-22,2016-09-22,MIA,H,ATL,6,2.0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4
16,MIA-2016-09-27,2016-09-27,MIA,H,NYM,4,1.1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,4
17,MIA-2016-10-02,2016-10-02,MIA,A,WSN,4,1.0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,4
0,MIA-2017-05-14,2017-05-14,MIA,H,ATL,28,6.0,1,6,1,0,0,4,1,5,1,0,1,8,10,5,0,99
1,MIA-2017-05-19,2017-05-19,MIA,A,LAD,20,4.0,5,7,2,0,2,2,0,3,0,0,1,9,6,4,0,4
2,MIA-2017-05-30,2017-05-30,MIA,H,PHI,10,3.0,0,0,0,0,0,0,0,1,0,0,0,7,2,1,0,10
3,MIA-2017-06-19,2017-06-19,MIA,H,WSN,18,3.0,3,7,2,0,2,1,1,1,0,0,0,6,10,5,1,19
4,MIA-2017-06-24,2017-06-24,MIA,H,CHC,18,4.0,2,7,1,0,0,0,0,4,0,0,1,7,7,6,0,4
5,MIA-2017-06-28,2017-06-28,MIA,H,NYM,4,0.1,1,2,0,0,1,1,0,0,0,0,0,1,2,1,0,3
6,MIA-2017-08-12,2017-08-12,MIA,H,COL,25,5.1,1,6,1,0,0,4,1,2,0,1,2,9,10,7,0,44
7,MIA-2017-08-18,2017-08-18,MIA,A,NYM,21,5.0,1,6,0,0,0,0,0,1,0,0,0,8,12,6,2,5
8,MIA-2017-08-23,2017-08-23,MIA,A,PHI,17,2.1,6,8,2,1,1,2,0,2,0,0,0,5,8,6,0,4
9,MIA-2017-08-28,2017-08-28,MIA,A,WSN,12,2.1,3,4,0,1,0,1,0,1,0,0,0,7,3,3,0,4
10,MIA-2017-09-04,2017-09-04,MIA,H,WSN,3,1.0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,6
11,MIA-2017-09-06,2017-09-06,MIA,H,WSN,5,1.0,1,2,1,0,0,0,0,0,0,0,0,3,2,2,0,1
12,MIA-2017-09-10,2017-09-10,MIA,A,ATL,11,2.2,0,3,1,0,0,1,1,1,0,0,1,3,6,4,0,3
13,MIA-2017-09-14,2017-09-14,MIA,A,PHI,8,2.0,1,2,0,0,1,0,0,2,0,0,0,5,1,0,0,3
14,MIA-2017-09-17,2017-09-17,MIA,A,MIL,11,2.0,1,3,1,0,0,2,0,0,0,0,0,4,5,2,1,2
