,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,TEX-2015-08-31,2015-08-31,TEX,A,SDP,3,0.1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,99
1,TEX-2015-09-06,2015-09-06,TEX,A,LAA,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5
2,TEX-2015-09-07,2015-09-07,TEX,A,SEA,5,1.2,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0
3,TEX-2015-09-13,2015-09-13,TEX,H,OAK,5,0.2,1,3,1,0,1,0,0,0,0,0,0,2,3,2,0,5
4,TEX-2015-09-16,2015-09-16,TEX,H,HOU,5,1.0,2,1,0,0,1,1,0,2,0,0,0,0,2,1,0,2
5,TEX-2015-09-18,2015-09-18,TEX,H,SEA,6,2.0,0,1,0,0,0,0,0,1,0,0,1,4,1,1,0,1
6,TEX-2015-09-20,2015-09-20,TEX,H,SEA,3,0.2,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
7,TEX-2015-09-24,2015-09-24,TEX,A,OAK,4,1.0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,1,3
8,TEX-2015-09-25,2015-09-25,TEX,A,HOU,3,0.2,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0
9,TEX-2015-09-30,2015-09-30,TEX,H,DET,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
10,TEX-2015-10-03,2015-10-03,TEX,H,LAA,2,0.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
0,TEX-2016-04-05,2016-04-05,TEX,H,SEA,8,2.0,1,2,0,0,1,0,0,0,0,0,0,3,5,0,1,99
1,TEX-2016-04-07,2016-04-07,TEX,A,LAA,2,0.1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2,TEX-2016-04-11,2016-04-11,TEX,A,SEA,3,0.1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,3
3,TEX-2016-04-12,2016-04-12,TEX,A,SEA,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,TEX-2016-04-15,2016-04-15,TEX,H,BAL,7,1.1,3,2,0,0,2,1,0,0,0,0,0,1,5,2,1,2
5,TEX-2016-05-13,2016-05-13,TEX,H,TOR,4,0.2,0,1,0,0,0,1,0,0,0,0,0,0,3,0,2,27
6,TEX-2016-05-15,2016-05-15,TEX,H,TOR,3,0.2,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1
7,TEX-2016-05-18,2016-05-18,TEX,A,OAK,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2
8,TEX-2016-09-25,2016-09-25,TEX,A,OAK,3,1.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,99
