,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,OAK-2015-04-07,2015-04-07,TEX,A,OAK,5,4,1.0,0,2,0,0,0,1,0,1,0,0,1,2,1,1,0,99,490,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,OAK-2015-04-09,2015-04-09,TEX,A,OAK,6,5,1.0,1,2,1,0,0,1,0,0,0,0,0,2,3,1,1,1,588,0.49,6,0.333,0.0,0.0,0.0,0.167,0.0,0.0,0.167,0.167,0.0,81.667,0.495,6,0.333,0.0,0.0,0.0,0.167,0.0,0.0,0.167,0.167,0.0,81.667
2,TEX-2015-04-11,2015-04-11,TEX,H,HOU,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,1,420,0.479,12,0.25,0.083,0.0,0.0,0.167,0.0,0.0,0.083,0.083,0.0,89.833,0.485,12,0.25,0.083,0.0,0.0,0.167,0.0,0.0,0.083,0.083,0.0,89.833
3,TEX-2015-04-12,2015-04-12,TEX,H,HOU,3,3,1.0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,315,0.41,16,0.25,0.062,0.0,0.0,0.125,0.0,0.0,0.062,0.125,0.0,93.625,0.415,16,0.25,0.062,0.0,0.0,0.125,0.0,0.0,0.062,0.125,0.0,93.625
4,TEX-2015-04-14,2015-04-14,TEX,H,LAA,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,315,0.391,19,0.263,0.053,0.0,0.0,0.105,0.0,0.0,0.105,0.158,0.0,95.421,0.396,19,0.263,0.053,0.0,0.0,0.105,0.0,0.0,0.105,0.158,0.0,95.421
5,SEA-2015-04-18,2015-04-18,TEX,A,SEA,4,4,1.0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,3,384,0.335,22,0.227,0.045,0.0,0.0,0.091,0.0,0.0,0.091,0.136,0.0,96.727,0.339,22,0.227,0.045,0.0,0.0,0.091,0.0,0.0,0.091,0.136,0.0,96.727
6,SEA-2015-04-19,2015-04-19,TEX,A,SEA,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96,0.317,26,0.231,0.038,0.0,0.0,0.077,0.0,0.0,0.077,0.192,0.0,96.615,0.321,26,0.231,0.038,0.0,0.0,0.077,0.0,0.0,0.077,0.192,0.0,96.615
7,ARI-2015-04-21,2015-04-21,TEX,A,ARI,4,3,0.2,0,1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,420,0.331,27,0.222,0.037,0.0,0.0,0.111,0.0,0.0,0.074,0.185,0.0,96.593,0.335,27,0.222,0.037,0.0,0.0,0.111,0.0,0.0,0.074,0.185,0.0,96.593
8,LAA-2015-04-24,2015-04-24,TEX,A,LAA,5,5,1.0,2,2,0,0,1,0,0,0,0,0,0,3,2,1,0,2,485,0.339,31,0.226,0.032,0.0,0.0,0.129,0.0,0.0,0.065,0.194,0.0,97.677,0.343,31,0.226,0.032,0.0,0.0,0.129,0.0,0.0,0.065,0.194,0.0,97.677
9,LAA-2015-04-26,2015-04-26,TEX,A,LAA,4,4,1.0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,388,0.375,36,0.222,0.028,0.0,0.028,0.111,0.0,0.0,0.056,0.167,0.0,97.583,0.38,36,0.222,0.028,0.0,0.028,0.111,0.0,0.0,0.056,0.167,0.0,97.583
10,TEX-2015-04-29,2015-04-29,TEX,H,SEA,7,7,1.1,0,2,0,0,0,0,0,0,0,0,0,3,4,1,0,2,735,0.34,35,0.2,0.029,0.0,0.029,0.086,0.0,0.0,0.029,0.2,0.0,97.457,0.364,40,0.225,0.025,0.0,0.025,0.1,0.0,0.0,0.05,0.2,0.0,97.525
11,TEX-2015-05-01,2015-05-01,TEX,H,OAK,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,315,0.3,36,0.222,0.0,0.0,0.028,0.056,0.0,0.0,0.028,0.194,0.0,98.833,0.348,47,0.234,0.021,0.0,0.021,0.085,0.0,0.0,0.043,0.17,0.0,98.638
12,TEX-2015-05-02,2015-05-02,TEX,H,OAK,3,3,1.0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,315,0.283,35,0.2,0.0,0.0,0.029,0.057,0.0,0.0,0.029,0.171,0.0,98.657,0.326,50,0.22,0.02,0.0,0.02,0.08,0.0,0.0,0.04,0.16,0.0,99.02
13,HOU-2015-05-04,2015-05-04,TEX,A,HOU,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,291,0.294,35,0.171,0.029,0.0,0.029,0.057,0.0,0.0,0.0,0.171,0.0,98.657,0.332,53,0.208,0.038,0.0,0.019,0.075,0.0,0.0,0.038,0.17,0.0,99.358
14,TBR-2015-05-07,2015-05-07,TEX,A,TBR,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,291,0.294,35,0.171,0.029,0.0,0.029,0.057,0.0,0.0,0.0,0.171,0.0,97.971,0.314,56,0.196,0.036,0.0,0.018,0.071,0.0,0.0,0.036,0.161,0.0,99.232
15,TBR-2015-05-10,2015-05-10,TEX,A,TBR,4,3,1.0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,388,0.263,33,0.152,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.152,0.0,98.182,0.298,59,0.186,0.034,0.0,0.017,0.068,0.0,0.0,0.034,0.169,0.0,99.119
16,TEX-2015-05-11,2015-05-11,TEX,H,KCR,5,5,1.0,1,2,1,0,0,0,0,2,0,0,0,1,2,1,0,0,525,0.253,37,0.135,0.027,0.0,0.027,0.054,0.0,0.0,0.0,0.189,0.0,98.054,0.29,63,0.175,0.032,0.0,0.016,0.079,0.0,0.0,0.032,0.19,0.0,98.984
17,TEX-2015-05-15,2015-05-15,TEX,H,CLE,4,2,1.0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,3,420,0.21,33,0.121,0.061,0.0,0.0,0.03,0.0,0.0,0.0,0.242,0.0,98.424,0.3,68,0.176,0.044,0.0,0.015,0.074,0.0,0.0,0.029,0.206,0.0,99.426
18,TEX-2015-05-16,2015-05-16,TEX,H,CLE,5,5,0.2,1,3,0,0,0,0,0,1,0,0,0,2,2,2,0,0,525,0.225,37,0.108,0.054,0.0,0.0,0.081,0.0,0.0,0.027,0.216,0.0,99.135,0.303,72,0.167,0.042,0.0,0.014,0.097,0.0,0.0,0.042,0.194,0.0,99.736
19,BOS-2015-05-19,2015-05-19,TEX,A,BOS,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,2,416,0.266,38,0.158,0.053,0.0,0.0,0.079,0.0,0.0,0.026,0.184,0.0,100.132,0.318,77,0.195,0.039,0.0,0.013,0.091,0.0,0.0,0.039,0.195,0.0,100.078
20,BOS-2015-05-21,2015-05-21,TEX,A,BOS,5,5,1.1,0,1,0,0,0,0,0,3,0,0,0,0,2,2,0,1,520,0.264,35,0.143,0.057,0.0,0.0,0.086,0.0,0.0,0.029,0.229,0.0,99.6,0.313,81,0.198,0.037,0.0,0.012,0.086,0.0,0.0,0.037,0.198,0.0,100.272
21,NYY-2015-05-24,2015-05-24,TEX,A,NYY,4,4,1.0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,2,404,0.261,34,0.176,0.029,0.0,0.0,0.088,0.0,0.0,0.029,0.294,0.0,99.294,0.306,86,0.198,0.035,0.0,0.012,0.081,0.0,0.0,0.035,0.221,0.0,100.488
22,CLE-2015-05-26,2015-05-26,TEX,A,CLE,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,306,0.279,35,0.2,0.029,0.0,0.0,0.086,0.0,0.0,0.029,0.286,0.0,99.686,0.302,90,0.2,0.033,0.0,0.011,0.078,0.0,0.0,0.033,0.211,0.0,100.511
23,TEX-2015-05-28,2015-05-28,TEX,H,BOS,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,105,0.279,35,0.2,0.029,0.0,0.0,0.086,0.0,0.0,0.029,0.286,0.0,100.114,0.292,93,0.194,0.032,0.0,0.011,0.075,0.0,0.0,0.032,0.215,0.0,100.559
24,TEX-2015-05-31,2015-05-31,TEX,H,BOS,5,5,1.1,0,1,0,0,0,0,0,1,0,0,0,3,1,1,0,2,525,0.284,32,0.219,0.031,0.0,0.0,0.062,0.0,0.0,0.031,0.25,0.0,100.656,0.289,94,0.191,0.032,0.0,0.011,0.074,0.0,0.0,0.032,0.213,0.0,100.606
25,TEX-2015-06-04,2015-06-04,TEX,H,CHW,5,5,1.0,0,1,0,0,0,0,0,1,0,0,0,2,2,1,0,3,525,0.243,32,0.219,0.0,0.0,0.0,0.062,0.0,0.0,0.031,0.219,0.0,100.656,0.283,99,0.192,0.03,0.0,0.01,0.071,0.0,0.0,0.03,0.212,0.0,100.828
