,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,ARI-2015-05-10,2015-05-10,ARI,H,SDP,13,2.2,1,4,1,0,0,1,1,3,0,0,0,7,2,1,0,99
1,PHI-2015-05-16,2015-05-16,ARI,A,PHI,2,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5
2,PHI-2015-05-17,2015-05-17,ARI,A,PHI,2,0.1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
3,ARI-2015-05-22,2015-05-22,ARI,H,CHC,1,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
4,ARI-2015-05-23,2015-05-23,ARI,H,CHC,6,1.2,1,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0
5,STL-2015-05-25,2015-05-25,ARI,A,STL,4,1.0,1,1,0,0,1,0,0,3,0,0,0,0,1,0,0,1
6,STL-2015-05-27,2015-05-27,ARI,A,STL,4,1.0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
7,MIL-2015-05-31,2015-05-31,ARI,A,MIL,8,2.0,0,2,0,0,0,0,0,0,0,0,0,4,4,1,0,3
8,ARI-2015-06-02,2015-06-02,ARI,H,ATL,3,0.0,3,2,1,0,0,1,0,0,0,0,0,1,1,1,0,1
9,ARI-2015-06-03,2015-06-03,ARI,H,ATL,4,1.0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0
10,ARI-2015-06-07,2015-06-07,ARI,H,NYM,7,1.0,1,2,0,0,0,2,1,1,0,0,0,2,2,1,0,3
11,LAD-2015-06-08,2015-06-08,ARI,A,LAD,9,3.0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0
12,SEA-2015-09-08,2015-09-08,SEA,H,TEX,8,2.0,0,0,0,0,0,1,0,0,1,0,0,1,5,2,1,91
13,SEA-2015-09-13,2015-09-13,SEA,H,COL,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4
14,TEX-2015-09-19,2015-09-19,SEA,A,TEX,3,0.1,0,1,1,0,0,1,1,0,0,0,0,0,2,1,1,5
15,KCR-2015-09-22,2015-09-22,SEA,A,KCR,5,1.0,1,2,1,0,0,0,0,1,0,0,0,0,4,2,1,2
16,KCR-2015-09-24,2015-09-24,SEA,A,KCR,6,1.0,0,1,0,0,0,2,0,0,0,0,0,2,2,1,0,1
17,SEA-2015-09-29,2015-09-29,SEA,H,HOU,5,1.0,1,1,1,0,0,1,0,1,0,0,0,0,3,1,0,4
18,SEA-2015-09-30,2015-09-30,SEA,H,HOU,3,0.0,3,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0
19,SEA-2015-10-03,2015-10-03,SEA,H,OAK,10,2.0,2,3,0,0,1,1,0,2,0,0,0,1,6,1,1,2
0,CIN-2016-04-22,2016-04-22,CIN,H,CHC,10,3.0,0,1,0,0,0,1,0,2,0,0,0,3,4,2,1,99
1,NYM-2016-04-25,2016-04-25,CIN,A,NYM,9,2.0,2,2,0,0,1,1,0,2,0,0,0,4,2,2,0,2
2,PIT-2016-04-29,2016-04-29,CIN,A,PIT,4,1.0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,3
3,PIT-2016-04-30,2016-04-30,CIN,A,PIT,7,2.0,0,0,0,0,0,1,1,1,0,1,0,3,2,0,0,0
4,CIN-2016-05-02,2016-05-02,CIN,H,SFG,5,0.1,4,4,1,0,0,0,0,1,0,0,0,0,4,4,0,1
5,CIN-2016-05-07,2016-05-07,CIN,H,MIL,7,2.0,1,1,0,0,1,0,0,3,0,0,0,3,1,0,0,4
6,CIN-2016-05-09,2016-05-09,CIN,H,PIT,3,1.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1
7,CIN-2016-05-11,2016-05-11,CIN,H,PIT,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,PHI-2016-05-13,2016-05-13,CIN,A,PHI,3,1.0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1
9,PHI-2016-05-14,2016-05-14,CIN,A,PHI,4,1.0,1,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0
10,CLE-2016-05-16,2016-05-16,CIN,A,CLE,5,1.0,0,2,1,0,0,0,0,1,0,0,0,2,2,1,0,1
11,CIN-2016-05-18,2016-05-18,CIN,H,CLE,6,1.1,0,0,0,0,0,1,1,2,0,0,0,2,1,0,0,1
12,CIN-2016-05-20,2016-05-20,CIN,H,SEA,5,1.0,1,1,1,0,0,1,0,0,0,1,0,2,2,0,0,1
13,MIL-2016-05-27,2016-05-27,CIN,A,MIL,7,1.0,2,3,0,0,0,1,0,0,0,0,0,5,1,1,0,6
14,MIL-2016-05-28,2016-05-28,CIN,A,MIL,2,0.2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
15,COL-2016-05-30,2016-05-30,CIN,A,COL,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
16,COL-2016-06-02,2016-06-02,CIN,A,COL,3,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
17,CIN-2016-06-03,2016-06-03,CIN,H,WSN,3,1.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
18,CIN-2016-06-05,2016-06-05,CIN,H,WSN,5,0.2,2,4,0,0,0,0,0,1,0,0,0,4,0,0,0,1
19,CIN-2016-06-08,2016-06-08,CIN,H,STL,7,0.1,4,5,0,0,1,1,0,0,0,0,0,3,3,3,0,2
20,CIN-2016-06-12,2016-06-12,CIN,H,OAK,6,1.0,1,3,0,0,0,0,0,1,0,0,0,3,2,1,0,3
21,ATL-2016-06-13,2016-06-13,CIN,A,ATL,8,2.0,2,2,0,0,1,0,0,0,0,0,0,6,2,1,0,0
22,ATL-2016-06-15,2016-06-15,CIN,A,ATL,7,2.0,0,1,0,0,0,0,0,6,0,0,0,0,1,1,0,1
23,HOU-2016-06-17,2016-06-17,CIN,A,HOU,7,1.2,0,1,0,0,0,1,0,0,0,0,0,3,3,1,1,1
24,HOU-2016-06-19,2016-06-19,CIN,A,HOU,7,2.0,1,1,0,0,1,0,0,2,0,0,0,3,2,0,1,1
25,CIN-2016-06-23,2016-06-23,CIN,H,SDP,4,0.2,2,2,0,0,1,0,0,1,0,0,0,0,3,2,0,3
