,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,ATL-2016-06-29,2016-06-29,ATL,H,CLE,25,6.0,3,7,2,0,1,1,0,1,0,0,2,11,13,5,2,99
1,PHI-2016-07-04,2016-07-04,ATL,A,PHI,28,6.0,4,9,5,1,2,0,0,4,0,0,0,8,16,10,3,4
2,CHW-2016-07-08,2016-07-08,ATL,A,CHW,9,1.1,1,2,1,0,0,1,0,1,1,1,0,2,4,2,0,3
3,ATL-2016-07-15,2016-07-15,ATL,H,COL,5,1.1,0,1,0,0,0,0,0,0,0,0,0,2,3,2,1,6
4,CIN-2016-07-18,2016-07-18,ATL,A,CIN,5,1.0,0,1,0,0,0,0,0,2,0,0,0,2,1,1,0,2
5,COL-2016-07-21,2016-07-21,ATL,A,COL,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
6,COL-2016-07-22,2016-07-22,ATL,A,COL,5,1.0,2,2,1,0,1,1,0,0,0,0,0,1,3,1,0,0
7,COL-2016-07-24,2016-07-24,ATL,A,COL,5,1.2,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1
8,ATL-2016-07-28,2016-07-28,ATL,H,PHI,2,0.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3
9,ATL-2016-07-31,2016-07-31,ATL,H,PHI,17,4.1,0,3,1,0,0,2,0,0,0,0,0,9,6,3,2,2
10,STL-2016-08-05,2016-08-05,ATL,A,STL,23,5.1,1,2,0,0,0,5,0,2,0,0,0,7,9,2,2,4
11,MIL-2016-08-10,2016-08-10,ATL,A,MIL,20,4.0,4,7,0,0,1,2,0,2,0,0,0,9,7,4,1,4
12,ATL-2016-08-16,2016-08-16,ATL,H,MIN,22,5.2,1,4,1,0,0,2,0,4,0,0,1,9,8,3,1,5
13,ATL-2016-08-21,2016-08-21,ATL,H,WSN,27,5.2,6,7,0,0,2,2,0,4,1,0,0,10,10,7,0,4
14,SFG-2016-08-26,2016-08-26,ATL,A,SFG,20,4.0,3,7,2,0,1,0,0,2,0,0,0,8,10,5,1,4
15,PHI-2016-09-02,2016-09-02,ATL,A,PHI,23,5.0,4,6,2,0,1,2,0,5,0,0,0,9,7,5,0,6
16,WSN-2016-09-06,2016-09-06,ATL,A,WSN,9,2.2,0,1,0,0,0,0,0,3,0,0,0,3,3,1,1,3
17,ATL-2016-09-11,2016-09-11,ATL,H,NYM,8,1.1,3,3,0,0,1,1,0,1,0,0,0,3,3,1,0,4
18,ATL-2016-09-14,2016-09-14,ATL,H,MIA,4,1.0,1,1,1,0,0,0,0,0,0,1,0,1,3,2,0,2
19,MIA-2016-09-24,2016-09-24,ATL,A,MIA,9,2.0,0,1,1,0,0,2,0,1,0,0,0,1,5,1,0,9
20,ATL-2016-09-28,2016-09-28,ATL,H,PHI,7,2.0,1,1,1,0,0,0,0,1,0,0,0,3,3,2,0,3
21,ATL-2016-09-30,2016-09-30,ATL,H,DET,2,0.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
