,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,NYM-2018-04-17,2018-04-17,NYM,H,WSN,5,4,1.0,0,1,1,0,0,1,0,1,0,0,0,3,0,0,0,99,475,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ATL-2018-04-19,2018-04-19,NYM,A,ATL,9,5,1.1,2,2,2,0,0,3,0,1,0,1,0,1,4,1,1,1,918,0.387,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.167,0.0,79.167,0.385,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.167,0.0,79.167
2,ATL-2018-05-29,2018-05-29,NYM,A,ATL,2,2,0.1,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,39,204,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,15,0.0,0.2,0.0,0.0,0.267,0.0,0.0,0.0,0.133,0.067,92.867
3,NYM-2018-05-31,2018-05-31,NYM,H,CHC,6,4,1.0,1,2,0,0,0,1,0,1,0,1,0,1,3,2,0,1,570,1.016,3,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.528,17,0.0,0.176,0.0,0.059,0.235,0.0,0.0,0.0,0.118,0.059,93.941
4,NYM-2018-06-02,2018-06-02,NYM,H,CHC,3,3,0.2,2,2,1,0,1,0,0,0,0,0,0,1,2,0,0,1,285,0.56,9,0.222,0.0,0.0,0.111,0.111,0.0,0.0,0.0,0.111,0.111,86.0,0.495,23,0.087,0.13,0.0,0.043,0.217,0.0,0.0,0.0,0.13,0.087,94.217
5,SEA-2019-06-06,2019-06-06,SEA,H,HOU,6,3,1.0,1,1,0,0,0,2,0,0,0,1,0,1,3,3,0,99,576,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,LAA-2019-06-09,2019-06-09,SEA,A,LAA,5,4,1.0,1,1,0,0,0,1,0,0,0,0,0,2,2,1,0,2,505,0.375,7,0.143,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.143,82.286,0.377,7,0.143,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.143,82.286
7,MIN-2019-06-12,2019-06-12,SEA,A,MIN,7,6,1.1,0,2,0,0,0,1,0,1,0,0,0,1,4,2,0,2,700,0.346,12,0.167,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.083,90.083,0.348,12,0.167,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.083,90.083
8,OAK-2019-06-15,2019-06-15,SEA,A,OAK,7,4,0.2,3,2,0,0,0,3,0,1,0,0,0,0,3,3,0,2,672,0.347,19,0.211,0.0,0.0,0.0,0.211,0.0,0.0,0.0,0.053,0.053,93.737,0.349,19,0.211,0.0,0.0,0.0,0.211,0.0,0.0,0.0,0.053,0.053,93.737
9,SEA-2019-06-17,2019-06-17,SEA,H,KCR,4,4,1.0,1,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,384,0.402,26,0.231,0.0,0.0,0.0,0.269,0.0,0.0,0.0,0.077,0.038,94.346,0.404,26,0.231,0.0,0.0,0.0,0.269,0.0,0.0,0.0,0.077,0.038,94.346
10,SEA-2019-06-18,2019-06-18,SEA,H,KCR,4,3,1.0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,384,0.413,30,0.2,0.0,0.0,0.033,0.233,0.0,0.0,0.0,0.067,0.033,94.567,0.419,30,0.2,0.0,0.0,0.033,0.233,0.0,0.0,0.0,0.067,0.033,94.567
11,SEA-2019-06-22,2019-06-22,SEA,H,BAL,5,4,1.0,2,1,0,0,1,1,0,1,0,0,0,1,2,0,0,3,480,0.384,34,0.176,0.0,0.0,0.029,0.235,0.0,0.0,0.0,0.118,0.029,94.735,0.389,34,0.176,0.0,0.0,0.029,0.235,0.0,0.0,0.0,0.118,0.029,94.735
12,HOU-2019-08-03,2019-08-03,SEA,A,HOU,11,11,2.0,3,5,2,1,0,0,0,2,0,0,0,2,7,2,1,41,1078,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409,39,0.154,0.0,0.0,0.051,0.231,0.0,0.0,0.0,0.128,0.026,94.897
