,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
0,SEA-2020-08-04,2020-08-04,SEA,H,LAA,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,99,285,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
1,SEA-2020-08-06,2020-08-06,SEA,H,LAA,5,4,1.1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,475,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
2,SEA-2020-08-08,2020-08-08,SEA,H,COL,9,7,1.1,3,3,1,0,0,2,0,0,0,0,0,1,6,4,0,1,855,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
3,TEX-2020-08-12,2020-08-12,SEA,A,TEX,3,2,0.2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,297,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
4,HOU-2020-08-16,2020-08-16,SEA,A,HOU,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,300,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
5,SEA-2020-08-21,2020-08-21,SEA,H,TEX,2,1,0.2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,190,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
6,SEA-2020-08-22,2020-08-22,SEA,H,TEX,4,4,1.0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,380,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
7,SDP-2020-08-25,2020-08-25,SEA,A,SDP,4,4,1.0,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0,2,384,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
8,SDP-2020-08-27,2020-08-27,SEA,A,SDP,1,1,0.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,96,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
9,LAA-2020-08-29,2020-08-29,SEA,A,LAA,2,2,0.1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,204,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
10,SEA-2020-09-05,2020-09-05,SEA,H,TEX,3,3,1.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,6,285,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
11,SFG-2020-09-08,2020-09-08,SEA,A,SFG,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,2,388,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
12,ARI-2020-09-13,2020-09-13,SEA,A,ARI,3,2,1.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,4,303,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
13,SFG-2020-09-17,2020-09-17,SEA,A,SFG,4,2,1.0,0,1,0,0,0,1,0,0,0,1,1,2,1,1,0,3,388,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
14,SEA-2020-09-21,2020-09-21,SEA,H,HOU,5,5,1.0,1,2,1,0,0,0,0,1,0,0,0,1,3,2,0,3,475,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
15,OAK-2020-09-25,2020-09-25,SEA,A,OAK,4,4,0.2,2,2,1,0,1,0,0,0,0,0,0,1,3,1,0,3,376,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
16,OAK-2020-09-27,2020-09-27,SEA,A,OAK,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,282,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
