,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
34,LAD-2015-04-06,2015-04-06,SDP,A,LAD,27,24,6.0,2,6,2,1,1,2,1,8,1,0,0,7,9,4,3,99,2592,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.311,889.0,0.161,0.048,0.007,0.025,0.048,0.0,0.01,0.018,0.192,0.008,101.753,1
35,SDP-2015-04-11,2015-04-11,SDP,H,SFG,27,25,7.0,1,3,0,0,1,1,0,7,1,0,1,5,13,5,2,4,2565,0.386,28.0,0.071,0.071,0.036,0.036,0.071,0.036,0.036,0.0,0.286,0.0,92.571,0.314,916.0,0.158,0.049,0.008,0.025,0.049,0.001,0.011,0.017,0.195,0.008,101.583,0
36,CHC-2015-04-17,2015-04-17,SDP,A,CHC,26,23,6.0,3,5,2,0,0,2,0,9,0,0,0,9,6,3,1,5,2600,0.288,55.0,0.073,0.036,0.018,0.036,0.055,0.018,0.036,0.018,0.273,0.0,93.764,0.314,886.0,0.157,0.051,0.008,0.025,0.046,0.001,0.012,0.019,0.191,0.007,101.486,0
37,COL-2015-04-22,2015-04-22,SDP,A,COL,24,21,6.0,3,6,4,0,1,3,0,5,0,0,2,9,7,3,1,4,2784,0.279,81.0,0.086,0.049,0.012,0.025,0.062,0.012,0.025,0.012,0.296,0.0,95.765,0.314,885.0,0.155,0.052,0.008,0.025,0.047,0.001,0.011,0.019,0.191,0.007,101.427,0
38,SDP-2015-04-27,2015-04-27,SDP,H,HOU,25,24,6.0,1,6,2,0,1,1,0,12,0,0,0,4,8,2,2,4,2375,0.287,78.0,0.077,0.077,0.0,0.026,0.077,0.0,0.013,0.038,0.269,0.0,101.91,0.32,883.0,0.154,0.057,0.008,0.025,0.049,0.001,0.011,0.02,0.19,0.007,101.806,0
39,SDP-2015-05-03,2015-05-03,SDP,H,COL,25,24,5.1,5,9,1,0,3,0,0,7,1,0,0,9,8,3,2,5,2375,0.331,76.0,0.092,0.105,0.0,0.026,0.079,0.0,0.0,0.026,0.342,0.0,102.092,0.315,876.0,0.151,0.055,0.008,0.025,0.049,0.001,0.01,0.019,0.202,0.007,101.568,0
40,ARI-2015-05-08,2015-05-08,SDP,A,ARI,27,24,6.0,5,6,0,0,4,3,0,7,0,0,0,6,11,3,0,4,2835,0.412,75.0,0.12,0.093,0.0,0.067,0.053,0.0,0.013,0.027,0.32,0.0,100.453,0.321,873.0,0.149,0.056,0.008,0.029,0.047,0.001,0.01,0.017,0.206,0.007,101.591,0
41,SEA-2015-05-13,2015-05-13,SDP,A,SEA,26,23,6.0,1,6,1,0,1,3,0,9,0,0,1,7,7,5,1,4,2496,0.423,78.0,0.128,0.038,0.0,0.103,0.051,0.0,0.013,0.0,0.333,0.0,97.244,0.329,875.0,0.145,0.056,0.008,0.033,0.05,0.001,0.01,0.016,0.205,0.007,101.656,0
42,SDP-2015-05-19,2015-05-19,SDP,H,CHC,28,27,7.0,2,6,1,0,2,1,0,11,0,0,0,5,11,2,2,5,2660,0.43,79.0,0.139,0.025,0.0,0.101,0.076,0.0,0.013,0.013,0.291,0.0,97.544,0.33,869.0,0.142,0.056,0.008,0.035,0.053,0.001,0.009,0.017,0.213,0.006,101.437,0
43,LAD-2015-05-24,2015-05-24,SDP,A,LAD,25,24,7.0,3,5,0,0,1,1,0,7,0,0,2,8,9,4,0,4,2400,0.367,82.0,0.11,0.024,0.0,0.085,0.085,0.0,0.0,0.012,0.329,0.0,97.451,0.325,869.0,0.142,0.053,0.008,0.035,0.052,0.001,0.009,0.016,0.221,0.006,101.437,0
44,SDP-2015-05-29,2015-05-29,SDP,H,PIT,27,24,6.0,2,6,1,0,0,2,0,6,1,0,0,8,10,3,1,4,2565,0.303,80.0,0.138,0.025,0.0,0.05,0.062,0.0,0.0,0.038,0.338,0.0,94.45,0.321,867.0,0.141,0.053,0.008,0.032,0.053,0.001,0.009,0.018,0.223,0.006,101.263,0
45,SDP-2015-06-03,2015-06-03,SDP,H,NYM,27,24,7.0,2,6,2,0,0,2,0,4,1,0,2,9,11,5,1,4,2565,0.284,81.0,0.148,0.025,0.0,0.037,0.049,0.0,0.012,0.025,0.296,0.0,94.136,0.314,865.0,0.141,0.052,0.008,0.03,0.051,0.001,0.01,0.017,0.229,0.005,101.177,0
46,ATL-2015-06-09,2015-06-09,SDP,A,ATL,25,24,5.1,4,7,2,0,0,1,0,6,0,0,0,9,9,8,0,5,2475,0.28,80.0,0.162,0.038,0.0,0.012,0.062,0.0,0.025,0.05,0.212,0.0,94.125,0.314,866.0,0.142,0.051,0.008,0.03,0.051,0.001,0.012,0.02,0.224,0.005,100.93,0
47,SDP-2015-06-14,2015-06-14,SDP,H,LAD,26,22,7.0,1,5,1,1,1,3,0,6,0,0,2,8,9,4,0,4,2470,0.297,80.0,0.175,0.062,0.0,0.0,0.062,0.0,0.025,0.025,0.2,0.0,95.062,0.314,891.0,0.144,0.052,0.008,0.029,0.051,0.001,0.011,0.019,0.224,0.004,100.875,0
48,ARI-2015-06-19,2015-06-19,SDP,A,ARI,28,23,6.0,4,8,4,0,0,4,0,5,1,0,1,11,7,6,0,4,2940,0.318,79.0,0.139,0.063,0.013,0.013,0.076,0.0,0.013,0.051,0.203,0.0,95.063,0.312,888.0,0.141,0.048,0.008,0.03,0.053,0.001,0.011,0.021,0.229,0.005,100.699,0
49,SFG-2015-06-25,2015-06-25,SDP,A,SFG,22,20,4.0,7,9,1,3,0,2,0,7,0,0,0,4,9,7,0,5,2112,0.364,80.0,0.138,0.088,0.012,0.012,0.1,0.0,0.012,0.038,0.212,0.0,98.562,0.31,857.0,0.141,0.051,0.006,0.028,0.057,0.001,0.012,0.022,0.236,0.004,100.681,0
