,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,LAD-2016-09-04,2016-09-04,LAD,H,SDP,24,21,6.0,3,5,0,0,1,0,0,9,1,1,0,8,6,1,3,99,2304,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,NYY-2016-09-12,2016-09-12,LAD,A,NYY,21,18,5.0,2,3,0,0,2,2,0,3,1,0,0,6,9,3,2,7,2121,0.272,25,0.16,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.36,0.04,92.16,0.274,25,0.16,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.36,0.04,92.16
2,ARI-2016-09-18,2016-09-18,LAD,A,ARI,20,16,3.2,4,7,2,0,1,2,1,2,0,0,0,8,8,3,1,5,2100,0.301,46,0.109,0.0,0.0,0.065,0.043,0.0,0.043,0.0,0.261,0.022,96.196,0.305,46,0.109,0.0,0.0,0.065,0.043,0.0,0.043,0.0,0.261,0.022,96.196
3,SDP-2016-09-28,2016-09-28,LAD,A,SDP,15,11,2.1,3,4,1,0,1,3,0,1,1,0,0,3,7,3,1,9,1455,0.432,42,0.119,0.048,0.0,0.071,0.095,0.024,0.024,0.0,0.119,0.0,100.5,0.375,66,0.136,0.03,0.0,0.061,0.061,0.015,0.03,0.0,0.212,0.015,98.864
4,TEX-2017-05-29,2017-05-29,TBR,A,TEX,15,12,2.2,3,4,1,0,1,3,0,2,0,0,0,6,4,2,0,99,1635,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401,81,0.136,0.037,0.0,0.062,0.086,0.012,0.037,0.0,0.185,0.012,98.519
5,SDP-2019-08-14,2019-08-14,TBR,A,SDP,10,7,2.0,1,1,0,0,0,2,1,3,1,0,0,1,3,2,0,99,960,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,HOU-2019-08-29,2019-08-29,TBR,A,HOU,6,5,1.0,0,1,0,0,0,1,0,1,0,0,0,3,1,0,0,14,588,0.33,11,0.091,0.0,0.0,0.0,0.182,0.091,0.091,0.0,0.273,0.0,87.273,0.331,11,0.091,0.0,0.0,0.0,0.182,0.091,0.091,0.0,0.273,0.0,87.273
7,TOR-2019-09-29,2019-09-29,TBR,A,TOR,5,4,1.0,0,1,0,0,0,0,0,3,1,0,0,0,1,1,0,30,495,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,17,0.118,0.0,0.0,0.0,0.176,0.059,0.059,0.0,0.235,0.0,91.059
8,CLE-2020-08-06,2020-08-06,CIN,A,CLE,13,9,1.2,8,4,0,0,0,4,1,3,0,0,0,3,3,3,0,99,1300,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,22,0.136,0.0,0.0,0.0,0.136,0.045,0.091,0.0,0.318,0.0,92.864
9,CIN-2020-08-29,2020-08-29,CIN,H,CHC,5,5,1.2,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,22,530,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,22,0.136,0.0,0.0,0.0,0.136,0.045,0.091,0.0,0.318,0.0,92.864
10,CIN-2020-08-30,2020-08-30,CIN,H,CHC,7,3,0.2,4,1,0,0,1,4,1,2,0,0,0,0,1,0,0,0,742,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,22,0.136,0.0,0.0,0.0,0.136,0.045,0.091,0.0,0.318,0.0,92.864
11,STL-2020-09-12,2020-09-12,CIN,A,STL,8,7,2.0,0,1,0,0,0,1,0,2,0,0,0,2,3,1,1,12,768,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,22,0.136,0.0,0.0,0.0,0.136,0.045,0.091,0.0,0.318,0.0,92.864
12,CIN-2020-09-14,2020-09-14,CIN,H,PIT,2,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,212,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,22,0.136,0.0,0.0,0.0,0.136,0.045,0.091,0.0,0.318,0.0,92.864
13,CIN-2021-04-05,2021-04-05,CIN,H,PIT,21,19,5.0,2,3,0,0,2,2,0,9,0,0,0,4,6,2,1,99,2226,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427,36,0.139,0.0,0.0,0.028,0.306,0.056,0.0,0.0,0.278,0.0,98.667
14,ARI-2021-04-11,2021-04-11,CIN,A,ARI,24,21,4.1,6,8,2,0,2,3,0,9,0,0,0,3,9,5,2,5,2424,0.299,22,0.045,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.409,0.0,101.182,0.376,57,0.105,0.0,0.0,0.053,0.228,0.035,0.0,0.0,0.333,0.0,101.368
15,CIN-2021-04-17,2021-04-17,CIN,H,CLE,4,3,1.0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,5,424,0.408,46,0.109,0.043,0.0,0.087,0.109,0.0,0.0,0.0,0.391,0.0,101.087,0.415,81,0.123,0.025,0.0,0.062,0.198,0.025,0.0,0.0,0.346,0.0,101.259
16,CIN-2021-04-20,2021-04-20,CIN,H,ARI,4,3,1.0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,424,0.389,50,0.1,0.04,0.0,0.08,0.12,0.0,0.0,0.0,0.4,0.0,101.48,0.403,85,0.118,0.024,0.0,0.059,0.2,0.024,0.0,0.0,0.353,0.0,101.482
17,CIN-2021-04-21,2021-04-21,CIN,H,ARI,6,4,0.2,2,2,0,0,0,1,0,2,1,0,0,0,2,2,0,0,636,0.373,54,0.093,0.037,0.0,0.074,0.13,0.0,0.0,0.0,0.426,0.0,101.815,0.393,89,0.112,0.022,0.0,0.056,0.202,0.022,0.0,0.0,0.371,0.0,101.685
18,STL-2021-04-23,2021-04-23,CIN,A,STL,3,3,1.0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,288,0.389,60,0.117,0.033,0.0,0.067,0.133,0.0,0.017,0.0,0.417,0.0,102.233,0.402,95,0.126,0.021,0.0,0.053,0.2,0.021,0.011,0.0,0.368,0.0,101.958
19,LAD-2021-04-27,2021-04-27,CIN,A,LAD,10,8,1.2,2,3,1,0,0,1,0,2,1,0,0,4,2,1,0,3,970,0.406,42,0.143,0.048,0.0,0.048,0.143,0.0,0.024,0.0,0.429,0.0,99.905,0.389,98,0.122,0.02,0.0,0.051,0.194,0.02,0.01,0.0,0.378,0.0,101.776
20,CIN-2021-04-30,2021-04-30,CIN,H,CHC,10,9,2.0,2,3,1,0,0,1,0,3,0,0,0,2,4,2,0,2,1060,0.413,52,0.154,0.058,0.0,0.038,0.135,0.0,0.038,0.0,0.385,0.0,99.346,0.394,108,0.13,0.028,0.0,0.046,0.185,0.019,0.019,0.0,0.361,0.0,101.333
21,CIN-2021-05-04,2021-05-04,CIN,H,CHW,9,6,1.2,3,3,1,0,0,1,0,1,0,2,0,1,6,3,0,3,954,0.342,38,0.158,0.053,0.0,0.0,0.132,0.0,0.053,0.0,0.368,0.0,100.053,0.392,118,0.136,0.034,0.0,0.042,0.178,0.017,0.017,0.0,0.356,0.0,101.729
