,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,ARI-2015-06-07,2015-06-07,ARI,H,NYM,4,1.0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,99
1,LAA-2015-06-15,2015-06-15,ARI,A,LAA,3,0.2,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,7
2,ARI-2015-06-17,2015-06-17,ARI,H,LAA,3,0.1,0,2,1,0,0,0,0,0,0,0,0,1,2,2,0,1
3,ARI-2015-06-18,2015-06-18,ARI,H,LAA,3,1.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
4,ARI-2015-06-20,2015-06-20,ARI,H,SDP,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,COL-2015-06-23,2015-06-23,ARI,A,COL,4,1.0,1,2,0,0,1,0,0,0,0,0,1,2,2,1,1,2
6,SDP-2015-06-26,2015-06-26,ARI,A,SDP,5,1.0,1,2,1,0,0,0,0,2,0,0,0,2,1,1,0,2
7,ARI-2015-06-30,2015-06-30,ARI,H,LAD,6,0.2,3,3,1,0,1,1,0,1,0,0,0,1,3,2,0,3
8,ARI-2015-07-02,2015-07-02,ARI,H,COL,4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,1
9,ARI-2015-07-05,2015-07-05,ARI,H,COL,2,0.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
10,NYM-2015-07-10,2015-07-10,ARI,A,NYM,3,0.2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,4
11,ARI-2015-07-18,2015-07-18,ARI,H,SFG,5,1.1,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,7
12,ARI-2015-07-22,2015-07-22,ARI,H,MIA,7,2.0,0,1,1,0,0,0,0,2,0,0,0,3,2,1,1,3
13,ARI-2015-07-26,2015-07-26,ARI,H,MIL,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3
14,SEA-2015-07-28,2015-07-28,ARI,A,SEA,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1
15,HOU-2015-08-02,2015-08-02,ARI,A,HOU,4,1.0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,4
16,WSN-2015-08-04,2015-08-04,ARI,A,WSN,5,0.2,2,2,1,0,0,1,0,1,0,0,0,1,2,2,0,1
17,WSN-2015-08-05,2015-08-05,ARI,A,WSN,4,1.0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0
18,ARI-2015-08-08,2015-08-08,ARI,H,CIN,4,1.0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,2
19,ARI-2015-08-09,2015-08-09,ARI,H,CIN,2,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
20,ARI-2015-08-12,2015-08-12,ARI,H,PHI,3,0.1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,2
21,ATL-2015-08-15,2015-08-15,ARI,A,ATL,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
22,ATL-2015-08-16,2015-08-16,ARI,A,ATL,3,0.1,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0
23,PIT-2015-08-18,2015-08-18,ARI,A,PIT,3,1.0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1
24,CIN-2015-08-20,2015-08-20,ARI,A,CIN,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
25,CIN-2015-08-22,2015-08-22,ARI,A,CIN,6,1.1,0,2,0,0,0,0,0,1,0,0,0,2,3,1,1,1
26,ARI-2015-08-26,2015-08-26,ARI,H,STL,4,0.2,2,2,1,0,0,0,0,1,0,0,0,1,2,2,0,3
27,ARI-2015-08-28,2015-08-28,ARI,H,OAK,3,0.1,2,2,0,0,1,0,0,0,0,0,0,1,2,1,0,1
28,ARI-2015-08-30,2015-08-30,ARI,H,OAK,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
29,COL-2015-08-31,2015-08-31,ARI,A,COL,3,1.0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0
30,CHC-2015-09-05,2015-09-05,ARI,A,CHC,4,1.0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,4
31,ARI-2015-09-08,2015-09-08,ARI,H,SFG,4,1.0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,2
32,ARI-2015-09-14,2015-09-14,ARI,H,SDP,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,5
33,ARI-2015-09-16,2015-09-16,ARI,H,SDP,4,1.0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1
34,SFG-2015-09-19,2015-09-19,ARI,A,SFG,5,1.0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,2
35,LAD-2015-09-21,2015-09-21,ARI,A,LAD,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36,LAD-2015-09-23,2015-09-23,ARI,A,LAD,3,0.1,2,2,1,0,0,0,0,0,0,0,0,2,1,1,0,1
37,SDP-2015-09-26,2015-09-26,ARI,A,SDP,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
38,ARI-2015-09-30,2015-09-30,ARI,H,COL,6,1.2,0,0,0,0,0,1,0,2,0,0,0,2,1,1,0,3
39,ARI-2015-10-03,2015-10-03,ARI,H,HOU,6,0.2,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,2
0,CIN-2016-04-04,2016-04-04,PHI,A,CIN,3,0.0,3,1,1,0,0,2,0,0,0,0,0,1,0,0,0,99
1,CIN-2016-04-06,2016-04-06,PHI,A,CIN,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
2,NYM-2016-04-08,2016-04-08,PHI,A,NYM,3,0.2,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1
3,NYM-2016-04-09,2016-04-09,PHI,A,NYM,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0
4,PHI-2016-04-12,2016-04-12,PHI,H,SDP,4,1.0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2
5,PHI-2016-04-13,2016-04-13,PHI,H,SDP,6,1.0,0,1,0,0,0,1,0,3,0,0,0,1,1,1,0,0
6,PHI-2016-04-17,2016-04-17,PHI,H,WSN,3,0.2,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,3
7,PHI-2016-04-18,2016-04-18,PHI,H,NYM,6,1.0,2,3,0,0,2,0,0,3,0,0,0,0,3,2,0,0
8,MIL-2016-04-23,2016-04-23,PHI,A,MIL,7,2.0,0,1,0,0,0,0,0,3,0,0,0,0,4,1,2,4
9,WSN-2016-04-26,2016-04-26,PHI,A,WSN,5,1.0,0,1,0,0,0,1,1,2,0,0,0,0,2,1,0,2
