,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,LAD-2018-06-06,2018-06-06,LAD,A,PIT,11,1.2,4,2,1,0,0,3,0,3,2,0,0,2,1,1,0,99
1,LAD-2018-06-12,2018-06-12,LAD,H,TEX,18,4.0,2,5,0,0,0,2,0,3,0,0,1,6,7,5,0,5
2,LAD-2018-06-17,2018-06-17,LAD,H,SFG,19,5.0,3,2,0,0,2,1,0,6,0,0,0,5,7,3,1,4
3,LAD-2018-06-23,2018-06-23,LAD,A,NYM,16,4.0,0,3,0,1,0,1,0,6,0,0,0,4,5,2,1,5
4,LAD-2018-06-28,2018-06-28,LAD,H,CHC,9,2.0,1,2,0,0,0,0,0,3,1,0,0,3,2,2,0,4
5,LAD-2018-07-02,2018-07-02,LAD,H,PIT,11,3.0,0,3,1,0,0,0,0,1,0,0,0,7,3,2,1,3
6,LAD-2018-07-09,2018-07-09,LAD,A,SDP,10,2.0,1,3,1,0,1,0,0,3,0,0,0,2,5,2,0,6
7,LAD-2018-07-13,2018-07-13,LAD,H,LAA,6,2.0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0,3
8,LAD-2018-07-22,2018-07-22,LAD,A,MIL,11,3.0,0,1,0,0,0,1,0,4,0,0,0,5,1,0,0,8
9,LAD-2018-07-25,2018-07-25,LAD,A,PHI,6,2.0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,2
10,LAD-2018-07-28,2018-07-28,LAD,A,ATL,8,2.0,1,2,0,0,1,0,0,1,0,0,1,3,4,3,0,2
11,LAD-2018-07-31,2018-07-31,LAD,H,MIL,4,1.0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,2
12,LAD-2018-08-09,2018-08-09,LAD,A,COL,7,1.2,0,2,1,0,0,1,0,0,0,0,1,2,4,3,0,8
13,LAD-2018-08-11,2018-08-11,LAD,A,COL,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1
14,LAD-2018-08-14,2018-08-14,LAD,H,SFG,2,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2
15,LAD-2018-08-15,2018-08-15,LAD,H,SFG,5,0.2,3,2,0,0,1,1,0,1,0,0,0,0,3,1,1,0
16,LAD-2018-08-18,2018-08-18,LAD,A,SEA,6,1.0,1,3,0,0,0,0,0,0,0,0,0,4,2,1,0,2
17,LAD-2018-08-21,2018-08-21,LAD,H,STL,3,1.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2
18,LAD-2018-08-25,2018-08-25,LAD,H,SDP,8,2.0,0,2,0,0,0,0,0,3,0,0,0,4,1,1,0,3
19,LAD-2018-08-28,2018-08-28,LAD,A,TEX,4,1.1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2
20,LAD-2018-08-30,2018-08-30,LAD,H,ARI,6,1.0,0,3,0,0,0,0,0,2,0,0,0,1,3,3,0,1
21,LAD-2018-09-02,2018-09-02,LAD,H,ARI,6,1.0,1,2,0,0,1,2,1,1,0,0,1,2,1,0,0,2
22,LAD-2018-09-07,2018-09-07,LAD,A,COL,4,0.2,0,2,0,0,0,0,0,1,0,0,0,1,2,1,0,4
23,LAD-2018-09-09,2018-09-09,LAD,A,COL,4,1.0,1,2,0,0,1,0,0,0,0,0,0,0,4,1,0,1
24,LAD-2018-09-12,2018-09-12,LAD,A,CIN,4,1.0,0,1,0,1,0,0,0,3,0,0,0,0,1,1,0,2
25,LAD-2018-09-13,2018-09-13,LAD,A,STL,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
26,LAD-2018-09-19,2018-09-19,LAD,H,COL,2,0.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
27,LAD-2018-09-24,2018-09-24,LAD,A,ARI,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,4
28,LAD-2018-09-26,2018-09-26,LAD,A,ARI,4,1.0,1,1,0,0,1,0,0,0,0,0,0,2,2,1,0,1
0,LAD-2019-03-29,2019-03-29,LAD,H,ARI,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,99
1,LAD-2019-03-31,2019-03-31,LAD,H,ARI,5,1.0,0,2,0,0,0,0,0,1,0,0,0,2,2,2,0,1
2,LAD-2019-04-02,2019-04-02,LAD,H,SFG,4,1.0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1
3,LAD-2019-04-03,2019-04-03,LAD,H,SFG,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
4,LAD-2019-04-06,2019-04-06,LAD,A,COL,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
5,LAD-2019-04-07,2019-04-07,LAD,A,COL,4,1.0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0
6,LAD-2019-04-09,2019-04-09,LAD,A,STL,5,1.1,0,1,0,0,0,0,0,2,0,0,0,0,3,3,0,1
7,LAD-2019-04-13,2019-04-13,LAD,H,MIL,14,2.2,1,4,1,0,1,2,0,2,0,0,0,4,6,4,0,3
8,LAD-2019-04-18,2019-04-18,LAD,A,MIL,5,1.1,0,1,0,0,0,0,0,2,0,0,0,0,3,1,2,4
