,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,BOS-2018-07-09,2018-07-09,BOS,H,TEX,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,99
1,BOS-2018-07-10,2018-07-10,BOS,H,TEX,4,1.0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2,BOS-2018-07-13,2018-07-13,BOS,H,TOR,7,2.0,0,0,0,0,0,1,0,1,0,0,0,2,3,1,0,2
3,BOS-2018-07-15,2018-07-15,BOS,H,TOR,4,1.0,0,2,0,0,0,0,0,0,0,0,1,3,1,1,0,1
4,BOS-2018-07-21,2018-07-21,BOS,A,DET,3,1.0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,5
5,BOS-2018-07-23,2018-07-23,BOS,A,BAL,4,1.0,0,1,0,0,0,0,0,2,0,0,0,0,2,2,0,1
6,BOS-2018-07-26,2018-07-26,BOS,H,MIN,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2
7,BOS-2018-07-27,2018-07-27,BOS,H,MIN,5,1.0,1,2,1,0,0,0,0,0,0,0,1,5,0,0,0,0
8,BOS-2018-07-30,2018-07-30,BOS,H,PHI,5,1.0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,2
9,BOS-2018-08-02,2018-08-02,BOS,H,NYY,5,1.0,1,1,0,1,0,1,0,1,0,1,0,1,2,1,0,2
10,BOS-2018-08-05,2018-08-05,BOS,H,NYY,6,1.2,0,1,0,0,0,0,0,1,0,1,0,3,2,1,0,2
11,BOS-2018-08-08,2018-08-08,BOS,A,TOR,5,1.0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,2
12,BOS-2018-08-10,2018-08-10,BOS,A,BAL,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1
13,BOS-2018-08-11,2018-08-11,BOS,A,BAL,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
14,BOS-2018-08-12,2018-08-12,BOS,A,BAL,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,BOS-2018-08-17,2018-08-17,BOS,H,TBR,3,1.0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,4
16,BOS-2018-08-18,2018-08-18,BOS,H,TBR,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
17,BOS-2018-08-22,2018-08-22,BOS,H,CLE,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3
18,BOS-2018-08-25,2018-08-25,BOS,A,TBR,4,1.0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,2
19,BOS-2018-08-29,2018-08-29,BOS,H,MIA,4,1.0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,1,3
20,BOS-2018-08-30,2018-08-30,BOS,A,CHW,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
21,BOS-2018-09-01,2018-09-01,BOS,A,CHW,6,1.1,0,2,0,0,0,0,0,3,0,0,0,2,1,1,0,1
