,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,PIT-2014-04-04,2014-04-04,STL,A,PIT,23,5.1,5,6,0,1,3,3,0,2,0,0,1,7,11,3,2,99
1,STL-2014-04-09,2014-04-09,STL,H,CIN,28,6.0,3,7,0,1,1,3,0,5,0,1,1,7,14,8,2,4
2,MIL-2014-04-15,2014-04-15,STL,A,MIL,22,6.0,1,3,0,0,1,3,0,7,0,0,1,5,7,5,1,5
3,WSN-2014-04-20,2014-04-20,STL,A,WSN,26,5.1,0,4,0,0,0,5,0,7,1,0,0,6,7,2,1,4
4,STL-2014-04-25,2014-04-25,STL,H,PIT,22,5.2,0,3,1,0,0,4,0,4,0,0,2,9,5,3,1,4
5,STL-2014-04-30,2014-04-30,STL,H,MIL,27,6.0,3,6,0,0,2,3,0,1,0,0,0,12,11,3,0,4
6,ATL-2014-05-05,2014-05-05,STL,A,ATL,22,5.0,2,6,2,0,0,2,0,5,0,0,1,9,6,3,0,4
7,PIT-2014-05-11,2014-05-11,STL,A,PIT,24,5.1,2,4,0,0,1,4,0,2,1,0,0,7,11,4,3,5
8,STL-2014-05-17,2014-05-17,STL,H,ATL,26,7.0,0,5,1,0,0,2,0,7,0,0,1,9,8,5,1,5
9,CIN-2014-05-23,2014-05-23,STL,A,CIN,21,5.0,4,5,1,0,1,1,0,5,0,1,0,5,10,4,0,5
10,STL-2014-05-28,2014-05-28,STL,H,NYY,26,5.0,7,9,1,0,0,2,0,1,0,0,0,9,14,8,2,4
11,STL-2014-06-02,2014-06-02,STL,H,KCR,29,7.0,4,7,1,0,1,1,0,2,0,0,1,14,12,2,2,4
12,TOR-2014-06-07,2014-06-07,STL,A,TOR,31,9.0,0,3,1,0,0,1,0,5,0,0,0,9,16,4,3,4
13,STL-2014-06-14,2014-06-14,STL,H,WSN,27,6.2,1,4,1,0,0,4,0,7,0,0,1,8,8,3,3,6
14,STL-2014-06-19,2014-06-19,STL,H,PHI,29,6.2,4,7,1,0,1,3,0,4,0,1,0,8,14,6,3,4
15,COL-2014-06-24,2014-06-24,STL,A,COL,18,2.2,3,6,1,0,0,5,1,2,0,0,0,6,5,5,0,4
16,LAD-2014-06-29,2014-06-29,STL,A,LAD,24,5.0,6,7,2,0,1,3,0,4,0,1,0,6,11,5,1,4
17,STL-2014-07-05,2014-07-05,STL,H,MIA,26,5.1,3,9,1,0,0,1,0,2,0,0,0,11,12,6,5,5
18,STL-2014-07-10,2014-07-10,STL,H,PIT,24,5.0,4,5,2,0,0,4,0,1,0,0,0,3,16,6,5,4
19,STL-2014-07-20,2014-07-20,STL,H,LAD,5,1.0,0,2,1,0,0,1,0,0,0,0,1,2,2,1,0,9
20,CHC-2014-07-26,2014-07-26,STL,A,CHC,20,5.2,2,3,1,0,1,0,0,3,0,0,0,9,8,2,2,5
21,SDP-2014-07-31,2014-07-31,STL,A,SDP,21,6.0,2,3,1,0,2,0,0,5,0,0,0,8,8,5,0,4
22,STL-2014-08-06,2014-08-06,STL,H,BOS,25,7.0,1,4,2,0,0,1,0,4,0,0,1,8,12,0,3,5
23,MIA-2014-08-11,2014-08-11,STL,A,MIA,24,5.0,5,8,2,1,2,2,0,5,0,0,1,8,9,6,0,4
24,STL-2014-08-16,2014-08-16,STL,H,SDP,27,6.0,4,4,0,1,0,6,2,5,0,0,0,8,8,2,1,4
