,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,SDP-2016-09-08,2016-09-08,COL,A,SDP,12,2.1,3,2,1,0,0,3,0,2,0,0,0,6,1,1,0,99
1,ARI-2016-09-13,2016-09-13,COL,A,ARI,9,2.0,0,2,0,0,0,1,0,1,0,0,0,5,2,0,1,4
2,COL-2016-09-16,2016-09-16,COL,H,SDP,5,1.0,0,2,0,0,0,0,0,0,0,0,0,3,2,2,0,2
3,COL-2016-09-21,2016-09-21,COL,H,STL,22,5.0,1,4,1,0,0,1,0,3,2,1,0,8,8,6,0,4
4,SFG-2016-09-27,2016-09-27,COL,A,SFG,24,4.1,6,12,2,2,2,0,0,2,0,0,0,11,11,10,0,5
5,COL-2016-10-02,2016-10-02,COL,H,MIL,26,6.0,2,6,3,1,0,1,0,7,1,0,0,8,9,7,0,4
0,COL-2017-04-25,2017-04-25,COL,H,WSN,24,4.0,8,9,3,1,0,3,0,2,0,0,0,10,9,6,0,99
1,ARI-2017-04-30,2017-04-30,COL,A,ARI,25,6.0,0,6,1,0,0,1,1,8,0,0,0,7,9,2,0,4
2,COL-2017-05-05,2017-05-05,COL,H,ARI,26,6.0,5,5,2,1,2,3,0,3,0,0,0,8,12,4,2,4
3,COL-2017-05-10,2017-05-10,COL,H,CHC,28,8.0,0,3,1,0,0,1,0,8,0,0,0,10,9,4,1,4
4,MIN-2017-05-18,2017-05-18,COL,A,MIN,21,5.0,1,4,1,1,0,2,0,3,0,1,0,7,9,4,2,7
5,PHI-2017-05-23,2017-05-23,COL,A,PHI,28,6.0,1,7,1,0,0,3,1,6,1,0,1,8,10,4,1,4
6,COL-2017-05-28,2017-05-28,COL,H,STL,26,5.2,2,8,2,0,2,1,0,5,0,0,0,7,13,7,1,4
7,SDP-2017-06-02,2017-06-02,COL,A,SDP,23,5.0,6,8,1,0,2,1,0,9,0,0,1,6,7,5,0,4
8,CHC-2017-06-09,2017-06-09,COL,A,CHC,16,3.0,1,2,0,0,0,3,0,5,1,0,0,3,3,1,0,6
9,PIT-2017-06-14,2017-06-14,COL,A,PIT,20,5.0,1,4,1,0,0,1,0,2,1,0,1,5,11,5,2,4
10,COL-2017-06-20,2017-06-20,COL,H,ARI,24,6.0,1,4,0,0,0,2,0,3,1,1,0,5,13,7,2,5
11,SFG-2017-06-26,2017-06-26,COL,A,SFG,21,4.0,5,7,1,2,0,2,0,2,1,2,0,7,9,3,1,5
