,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
49,KCR-2015-04-08,2015-04-08,CHW,A,KCR,5,5,1.0,2,2,0,0,1,0,0,1,0,0,0,2,2,0,0,99,510,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.256,214.0,0.15,0.019,0.005,0.009,0.093,0.005,0.005,0.033,0.215,0.005,100.439,1
50,CHW-2015-04-10,2015-04-10,CHW,H,MIN,7,6,1.0,2,3,0,0,0,1,1,1,0,0,0,2,3,1,0,1,693,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.264,219.0,0.151,0.018,0.005,0.014,0.091,0.005,0.005,0.032,0.215,0.005,100.475,1
51,CLE-2015-04-15,2015-04-15,CHW,A,CLE,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,306,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.272,226.0,0.159,0.018,0.004,0.013,0.093,0.009,0.004,0.031,0.212,0.004,100.429,1
52,DET-2015-04-18,2015-04-18,CHW,A,DET,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,306,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.266,220.0,0.155,0.014,0.005,0.014,0.095,0.009,0.005,0.027,0.223,0.005,100.305,1
53,CHW-2015-04-20,2015-04-20,CHW,H,CLE,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,99,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.262,223.0,0.152,0.013,0.004,0.013,0.094,0.009,0.004,0.027,0.224,0.004,100.327,1
54,CHW-2015-04-23,2015-04-23,CHW,H,KCR,3,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,297,0.349,20.0,0.2,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.2,0.0,95.7,0.263,216.0,0.153,0.014,0.005,0.014,0.093,0.009,0.005,0.028,0.213,0.005,100.296,0
55,CHW-2015-04-24,2015-04-24,CHW,H,KCR,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,0,396,0.299,23.0,0.174,0.0,0.0,0.043,0.043,0.043,0.0,0.0,0.261,0.0,96.13,0.26,219.0,0.151,0.014,0.005,0.014,0.091,0.009,0.005,0.027,0.219,0.005,100.279,0
56,MIN-2015-05-01,2015-05-01,CHW,A,MIN,2,1,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,204,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.265,203.0,0.153,0.015,0.005,0.015,0.089,0.01,0.005,0.02,0.222,0.005,100.182,1
57,MIN-2015-05-03,2015-05-03,CHW,A,MIN,7,6,0.2,2,4,0,0,1,1,0,2,0,0,0,1,3,1,0,1,714,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.27,205.0,0.156,0.015,0.005,0.015,0.093,0.01,0.005,0.02,0.22,0.005,100.2,1
58,CHW-2015-05-06,2015-05-06,CHW,H,DET,6,3,1.0,1,1,0,0,0,1,0,2,1,0,0,2,0,0,0,2,594,0.392,21.0,0.238,0.0,0.0,0.048,0.095,0.0,0.0,0.0,0.286,0.0,96.0,0.302,202.0,0.173,0.015,0.005,0.02,0.099,0.01,0.005,0.02,0.223,0.005,100.262,0
59,CHW-2015-05-07,2015-05-07,CHW,H,DET,4,4,1.1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,396,0.405,27.0,0.222,0.0,0.0,0.037,0.111,0.0,0.037,0.0,0.296,0.0,96.667,0.306,208.0,0.173,0.014,0.005,0.019,0.101,0.01,0.01,0.019,0.226,0.005,100.226,0
60,CHW-2015-05-09,2015-05-09,CHW,H,CIN,8,5,1.2,0,1,0,0,0,1,0,2,1,0,0,3,1,1,0,1,792,0.39,28.0,0.214,0.0,0.0,0.036,0.107,0.0,0.036,0.0,0.286,0.0,96.429,0.307,207.0,0.174,0.014,0.005,0.019,0.101,0.01,0.01,0.019,0.227,0.005,100.184,0
61,MIL-2015-05-11,2015-05-11,CHW,A,MIL,3,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,306,0.388,35.0,0.2,0.0,0.0,0.029,0.114,0.0,0.057,0.0,0.286,0.0,96.943,0.295,209.0,0.167,0.01,0.005,0.019,0.096,0.01,0.014,0.014,0.234,0.005,100.115,0
62,OAK-2015-05-17,2015-05-17,CHW,A,OAK,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,294,0.412,31.0,0.194,0.0,0.0,0.032,0.129,0.0,0.065,0.0,0.29,0.0,96.968,0.292,209.0,0.167,0.01,0.005,0.019,0.091,0.01,0.014,0.014,0.244,0.005,100.172,0
63,CHW-2015-05-19,2015-05-19,CHW,H,CLE,4,4,1.0,1,1,0,0,1,0,0,3,0,0,0,0,1,0,0,1,396,0.372,34.0,0.176,0.0,0.0,0.029,0.118,0.0,0.059,0.0,0.294,0.0,97.059,0.293,206.0,0.17,0.01,0.005,0.019,0.087,0.01,0.015,0.01,0.248,0.005,100.058,0
64,CHW-2015-05-20,2015-05-20,CHW,H,CLE,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,297,0.389,38.0,0.158,0.0,0.0,0.053,0.105,0.0,0.053,0.0,0.342,0.0,97.263,0.3,208.0,0.168,0.01,0.005,0.024,0.087,0.01,0.014,0.01,0.26,0.005,100.01,0
65,TOR-2015-05-27,2015-05-27,CHW,A,TOR,2,2,0.1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,6,202,0.181,26.0,0.038,0.0,0.0,0.038,0.038,0.0,0.038,0.0,0.385,0.0,95.423,0.289,199.0,0.161,0.01,0.005,0.02,0.09,0.01,0.015,0.01,0.256,0.005,99.935,0
66,HOU-2015-05-29,2015-05-29,CHW,A,HOU,6,3,1.1,0,0,0,0,0,3,0,2,0,0,0,0,1,1,0,1,582,0.238,24.0,0.083,0.0,0.0,0.042,0.042,0.0,0.042,0.0,0.375,0.0,95.292,0.291,201.0,0.164,0.01,0.005,0.02,0.09,0.01,0.015,0.01,0.254,0.005,99.945,0
67,CHW-2015-06-05,2015-06-05,CHW,H,DET,3,3,1.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,297,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.293,199.0,0.161,0.01,0.005,0.02,0.095,0.01,0.015,0.01,0.261,0.005,100.055,1
68,CHW-2015-06-09,2015-06-09,CHW,H,HOU,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,297,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.291,200.0,0.16,0.01,0.005,0.02,0.095,0.01,0.015,0.01,0.265,0.005,100.03,1
69,CHW-2015-06-10,2015-06-10,CHW,H,HOU,3,3,1.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,297,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.287,203.0,0.158,0.01,0.005,0.02,0.094,0.01,0.015,0.01,0.266,0.005,100.015,1
70,TBR-2015-06-13,2015-06-13,CHW,A,TBR,5,4,0.2,1,2,0,0,0,1,1,1,0,0,0,2,1,0,0,2,485,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.283,206.0,0.155,0.01,0.005,0.019,0.092,0.01,0.015,0.01,0.277,0.005,100.0,1
71,CHW-2015-06-18,2015-06-18,CHW,H,PIT,6,5,1.1,0,1,0,0,0,1,0,1,0,0,0,2,2,1,1,4,594,0.237,21.0,0.095,0.0,0.0,0.0,0.19,0.048,0.0,0.0,0.476,0.0,93.238,0.285,200.0,0.155,0.01,0.005,0.02,0.09,0.015,0.015,0.01,0.28,0.005,99.87,0
72,CHW-2015-06-20,2015-06-20,CHW,H,TEX,3,3,1.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,297,0.211,21.0,0.143,0.0,0.0,0.0,0.095,0.048,0.0,0.0,0.429,0.0,93.81,0.284,206.0,0.155,0.01,0.005,0.019,0.092,0.015,0.015,0.01,0.277,0.005,99.845,0
73,CHW-2015-06-21,2015-06-21,CHW,H,TEX,4,3,1.0,0,1,0,0,0,1,1,1,0,0,1,2,0,0,0,0,396,0.183,24.0,0.125,0.0,0.0,0.0,0.083,0.042,0.0,0.0,0.5,0.0,94.458,0.28,209.0,0.153,0.01,0.005,0.019,0.091,0.014,0.014,0.01,0.287,0.005,99.833,0
74,DET-2015-06-25,2015-06-25,CHW,A,DET,4,3,1.0,1,1,1,0,0,0,0,2,0,1,0,0,2,0,0,3,408,0.223,28.0,0.143,0.0,0.0,0.0,0.107,0.071,0.0,0.036,0.464,0.0,95.107,0.284,205.0,0.161,0.01,0.005,0.015,0.098,0.02,0.015,0.015,0.288,0.005,99.732,0
75,DET-2015-06-28,2015-06-28,CHW,A,DET,4,4,1.0,1,1,0,0,1,0,0,2,0,0,0,0,2,1,1,2,408,0.263,29.0,0.138,0.034,0.0,0.0,0.103,0.069,0.0,0.034,0.414,0.034,95.655,0.281,198.0,0.152,0.01,0.005,0.015,0.101,0.02,0.015,0.015,0.298,0.01,99.652,0
76,STL-2015-07-01,2015-07-01,CHW,A,STL,3,2,0.2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,291,0.371,27.0,0.148,0.037,0.0,0.037,0.111,0.074,0.0,0.037,0.37,0.037,95.852,0.286,202.0,0.149,0.01,0.005,0.02,0.099,0.02,0.015,0.015,0.302,0.01,99.698,0
77,CHW-2015-07-04,2015-07-04,CHW,H,BAL,2,2,0.1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2,198,0.311,25.0,0.08,0.04,0.0,0.04,0.12,0.04,0.0,0.04,0.4,0.04,95.76,0.287,201.0,0.149,0.01,0.005,0.02,0.1,0.02,0.015,0.015,0.299,0.01,99.632,0
78,CHW-2015-07-08,2015-07-08,CHW,H,TOR,4,2,1.0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,396,0.368,27.0,0.074,0.037,0.0,0.074,0.111,0.037,0.0,0.037,0.37,0.037,96.0,0.293,193.0,0.14,0.01,0.005,0.026,0.098,0.021,0.016,0.016,0.311,0.005,99.472,0
79,CHC-2015-07-12,2015-07-12,CHW,A,CHC,3,2,0.2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,300,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.289,190.0,0.126,0.011,0.005,0.026,0.105,0.021,0.016,0.016,0.305,0.005,99.368,1
80,CHW-2015-07-18,2015-07-18,CHW,H,KCR,7,6,1.2,0,2,0,0,0,0,0,2,1,0,1,3,1,1,0,5,693,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.293,190.0,0.126,0.011,0.005,0.026,0.105,0.021,0.021,0.016,0.3,0.005,99.353,1
81,CLE-2015-07-23,2015-07-23,CHW,A,CLE,4,3,1.0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,4,408,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.286,190.0,0.126,0.011,0.005,0.026,0.095,0.016,0.026,0.016,0.305,0.005,99.279,1
