,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,KCR-2021-04-01,2021-04-01,TEX,A,KCR,8,4,1.0,3,1,0,0,0,2,0,0,2,0,0,4,0,0,0,99,824,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,KCR-2021-04-03,2021-04-03,TEX,A,KCR,4,3,1.0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,412,0.463,9,0.111,0.0,0.0,0.0,0.222,0.0,0.222,0.0,0.0,0.0,91.556,0.467,9,0.111,0.0,0.0,0.0,0.222,0.0,0.222,0.0,0.0,0.0,91.556
2,TEX-2021-04-05,2021-04-05,TEX,H,TOR,8,7,2.2,0,1,0,0,0,0,0,1,1,0,2,6,0,0,0,1,792,0.367,13,0.077,0.0,0.0,0.0,0.231,0.0,0.154,0.0,0.0,0.0,95.077,0.37,13,0.077,0.0,0.0,0.0,0.231,0.0,0.154,0.0,0.0,0.0,95.077
3,TEX-2021-04-10,2021-04-10,TEX,H,SDP,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,4,297,0.3,21,0.095,0.0,0.0,0.0,0.143,0.0,0.143,0.095,0.048,0.0,96.571,0.302,21,0.095,0.0,0.0,0.0,0.143,0.0,0.143,0.095,0.048,0.0,96.571
4,TBR-2021-04-15,2021-04-15,TEX,A,TBR,4,3,1.0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,4,380,0.261,24,0.083,0.0,0.0,0.0,0.125,0.0,0.125,0.083,0.083,0.0,96.875,0.263,24,0.083,0.0,0.0,0.0,0.125,0.0,0.125,0.083,0.083,0.0,96.875
5,TEX-2021-04-17,2021-04-17,TEX,H,BAL,7,7,1.1,3,3,1,0,1,0,0,3,0,0,0,1,3,2,0,1,693,0.248,28,0.071,0.0,0.0,0.0,0.143,0.0,0.107,0.071,0.143,0.0,96.607,0.25,28,0.071,0.0,0.0,0.0,0.143,0.0,0.107,0.071,0.143,0.0,96.607
6,LAA-2021-04-20,2021-04-20,TEX,A,LAA,2,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,204,0.318,35,0.086,0.029,0.0,0.029,0.114,0.0,0.086,0.057,0.2,0.0,97.086,0.319,35,0.086,0.029,0.0,0.029,0.114,0.0,0.086,0.057,0.2,0.0,97.086
7,CHW-2021-04-25,2021-04-25,TEX,A,CHW,8,5,1.0,3,3,0,1,0,2,0,2,0,0,0,2,2,1,0,4,808,0.268,25,0.08,0.04,0.0,0.04,0.04,0.0,0.04,0.08,0.28,0.0,94.64,0.301,37,0.081,0.027,0.0,0.027,0.108,0.0,0.081,0.054,0.189,0.0,97.351
8,TEX-2021-04-30,2021-04-30,TEX,H,BOS,7,7,2.0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,0,4,693,0.414,25,0.12,0.04,0.04,0.04,0.12,0.0,0.0,0.0,0.32,0.0,95.28,0.362,45,0.111,0.022,0.022,0.022,0.133,0.0,0.067,0.044,0.2,0.0,98.0
9,MIN-2021-05-06,2021-05-06,TEX,A,MIN,8,7,2.0,0,1,0,0,0,1,0,3,0,0,0,4,0,0,0,5,784,0.422,25,0.16,0.04,0.04,0.04,0.08,0.0,0.0,0.0,0.24,0.0,95.92,0.329,52,0.115,0.019,0.019,0.019,0.115,0.0,0.058,0.038,0.192,0.0,98.135
