,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,605412,5,5,1,1,0,0,0,1,0,0,2
1,500208,4,4,0,0,0,0,0,0,1,0,0
2,474832,4,3,1,1,0,0,0,0,1,1,1
3,467055,4,4,1,0,1,0,0,1,1,0,1
4,543063,3,3,0,0,0,0,0,0,0,0,1
5,473879,0,0,0,0,0,0,0,0,0,0,0
6,606625,0,0,0,0,0,0,0,0,0,0,0
7,446334,1,1,0,0,0,0,0,0,0,0,1
8,519293,0,0,0,0,0,0,0,0,0,0,0
9,607680,4,4,2,1,0,0,1,3,1,0,1
10,467827,4,3,0,0,0,0,0,0,0,1,0
11,456124,4,4,0,0,0,0,0,0,0,0,1
12,605446,1,1,1,1,0,0,0,0,0,0,0
13,543883,0,0,0,0,0,0,0,0,0,0,0
14,592122,3,2,0,0,0,0,0,0,1,1,2
