,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,571740,3,3,1,1,0,0,0,0,0,0,1
1,570489,4,4,1,1,0,0,0,1,1,0,3
2,446359,7,5,0,0,0,0,0,1,0,2,0
3,458015,6,5,2,1,1,0,0,2,0,1,1
4,594807,6,3,1,1,0,0,0,0,0,3,1
5,553993,6,5,1,1,0,0,0,0,0,1,0
6,594988,2,2,0,0,0,0,0,0,0,0,0
7,571697,4,4,0,0,0,0,0,0,0,0,2
8,606299,5,5,1,0,0,0,1,1,2,0,1
9,519023,6,4,1,0,1,0,0,0,1,2,0
10,444857,2,2,0,0,0,0,0,0,0,0,1
11,592169,0,0,0,0,0,0,0,0,0,0,0
12,623182,1,0,0,0,0,0,0,0,1,1,0
13,547179,1,1,0,0,0,0,0,0,0,0,1
14,628452,0,0,0,0,0,0,0,0,0,0,0
15,519322,0,0,0,0,0,0,0,0,0,0,0
16,276520,0,0,0,0,0,0,0,0,0,0,0
17,593974,0,0,0,0,0,0,0,0,0,0,0
18,502028,0,0,0,0,0,0,0,0,0,0,0
19,571466,1,1,0,0,0,0,0,0,0,0,0
