,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,461416,5,5,2,1,0,1,0,2,1,0,1
1,519083,5,4,2,1,0,0,1,2,1,1,2
2,457708,5,5,0,0,0,0,0,0,0,0,3
3,461314,4,4,0,0,0,0,0,0,0,0,3
4,475174,4,4,3,3,0,0,0,0,2,0,0
5,519025,4,4,1,1,0,0,0,0,1,0,1
6,605486,4,3,3,2,0,1,0,1,1,1,0
7,506560,4,4,2,1,1,0,0,2,1,0,2
8,453178,1,1,0,0,0,0,0,0,0,0,1
9,576397,1,1,1,1,0,0,0,0,0,0,0
10,445612,0,0,0,0,0,0,0,0,0,0,0
11,571057,0,0,0,0,0,0,0,0,0,0,0
12,501659,1,1,0,0,0,0,0,0,0,0,0
13,276542,0,0,0,0,0,0,0,0,0,0,0
14,518875,0,0,0,0,0,0,0,0,0,0,0
