,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,453568,6,6,0,0,0,0,0,0,0,0,0
1,518934,6,6,0,0,0,0,0,0,0,0,1
2,571448,6,5,1,1,0,0,0,0,0,1,0
3,596115,5,4,0,0,0,0,0,0,2,1,2
4,407812,3,1,1,1,0,0,0,0,0,2,0
5,467827,3,3,0,0,0,0,0,0,0,0,1
6,471865,6,6,1,1,0,0,0,0,0,0,1
7,435622,6,6,0,0,0,0,0,1,0,0,0
8,547172,4,4,0,0,0,0,0,0,0,0,0
9,621311,1,0,0,0,0,0,0,0,0,1,0
10,623184,0,0,0,0,0,0,0,0,0,0,0
11,459429,0,0,0,0,0,0,0,0,0,0,0
12,543766,0,0,0,0,0,0,0,0,0,0,0
13,608566,3,3,0,0,0,0,0,0,0,0,3
14,493603,0,0,0,0,0,0,0,0,0,0,0
15,641857,1,1,1,1,0,0,0,0,0,0,0
16,493200,0,0,0,0,0,0,0,0,0,0,0
17,455104,1,1,0,0,0,0,0,0,0,0,0
