,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,542255,5,5,2,2,0,0,0,0,0,0,1
1,408252,5,3,1,1,0,0,0,0,1,2,0
2,455976,5,5,1,1,0,0,0,1,2,0,1
3,461314,5,4,3,2,0,0,1,1,1,1,0
4,435559,5,4,2,0,1,0,1,3,1,1,1
5,622666,5,5,1,1,0,0,0,0,1,0,2
6,607054,4,3,0,0,0,0,0,0,0,1,2
7,621020,4,2,2,0,1,0,1,2,1,2,0
8,285079,1,1,0,0,0,0,0,0,0,0,1
9,435400,0,0,0,0,0,0,0,0,0,0,0
10,466988,1,1,0,0,0,0,0,0,0,0,0
11,542432,0,0,0,0,0,0,0,0,0,0,0
12,547004,1,1,0,0,0,0,0,0,0,0,1
13,527055,0,0,0,0,0,0,0,0,0,0,0
14,462382,0,0,0,0,0,0,0,0,0,0,0
