,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,458015,5,5,1,1,0,0,0,0,0,0,2
1,553993,5,5,1,0,0,0,1,1,1,0,0
2,624577,4,4,1,1,0,0,0,0,0,0,1
3,461314,4,4,0,0,0,0,0,0,0,0,2
4,592200,4,4,0,0,0,0,0,0,0,0,1
5,608385,4,4,0,0,0,0,0,0,0,0,0
6,578428,4,4,0,0,0,0,0,0,1,0,0
7,543101,2,2,0,0,0,0,0,0,0,0,1
8,456696,0,0,0,0,0,0,0,0,0,0,0
9,571657,1,1,0,0,0,0,0,0,0,0,0
10,593974,0,0,0,0,0,0,0,0,0,0,0
11,628452,0,0,0,0,0,0,0,0,0,0,0
12,453172,0,0,0,0,0,0,0,0,0,0,0
13,594988,1,1,0,0,0,0,0,0,0,0,0
14,435043,0,0,0,0,0,0,0,0,0,0,0
15,547179,0,0,0,0,0,0,0,0,0,0,0
16,606299,2,2,0,0,0,0,0,0,0,0,0
17,518618,2,2,1,0,0,0,1,2,1,0,0
