,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,624428,4,4,1,1,0,0,0,0,1,0,0
1,516782,4,4,2,2,0,0,0,1,0,0,1
2,457705,4,2,1,1,0,0,0,0,1,2,1
3,605137,4,4,3,2,0,0,1,3,1,0,1
4,501896,3,3,0,0,0,0,0,0,0,0,0
5,596720,0,0,0,0,0,0,0,0,0,0,0
6,502004,0,0,0,0,0,0,0,0,0,0,0
7,591741,1,1,0,0,0,0,0,0,0,0,0
8,553878,0,0,0,0,0,0,0,0,0,0,0
9,570256,4,4,1,0,0,0,1,1,1,0,1
10,553869,3,3,0,0,0,0,0,0,0,0,2
11,446481,3,3,1,0,1,0,0,0,1,0,0
12,641771,2,2,0,0,0,0,0,0,0,0,1
13,605333,0,0,0,0,0,0,0,0,0,0,0
14,650828,0,0,0,0,0,0,0,0,0,0,0
15,621559,1,1,0,0,0,0,0,0,0,0,1
