,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,453923,4,4,1,0,1,0,0,0,1,0,0
1,605113,4,4,2,1,1,0,0,2,2,0,2
2,502671,4,4,2,1,1,0,0,1,2,0,0
3,572008,3,3,1,1,0,0,0,2,0,0,1
4,518614,4,4,1,1,0,0,0,0,0,0,3
5,571681,0,0,0,0,0,0,0,0,0,0,0
6,592273,3,3,1,1,0,0,0,1,1,0,2
7,571875,4,4,1,0,0,0,1,2,1,0,1
8,455104,3,2,0,0,0,0,0,0,0,1,1
9,517414,1,1,0,0,0,0,0,0,0,0,1
10,605177,0,0,0,0,0,0,0,0,0,0,0
11,444482,1,1,1,1,0,0,0,0,1,0,0
12,452666,0,0,0,0,0,0,0,0,0,0,0
13,543302,1,1,0,0,0,0,0,0,0,0,0
14,407822,0,0,0,0,0,0,0,0,0,0,0
15,543331,0,0,0,0,0,0,0,0,0,0,0
16,407845,0,0,0,0,0,0,0,0,0,0,0
