,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,665862,4,4,0,0,0,0,0,0,0,0,2
1,516782,4,3,0,0,0,0,0,0,1,1,0
2,542583,4,3,2,2,0,0,0,0,0,1,0
3,594807,4,3,1,1,0,0,0,1,0,1,0
4,660821,4,4,0,0,0,0,0,0,0,0,2
5,542932,4,2,0,0,0,0,0,0,0,2,0
6,506702,4,4,0,0,0,0,0,0,0,0,1
7,642423,0,0,0,0,0,0,0,0,0,0,0
8,554340,0,0,0,0,0,0,0,0,0,0,0
9,656371,4,4,0,0,0,0,0,0,0,0,3
10,669432,2,1,0,0,0,0,0,0,0,1,1
11,621446,1,1,0,0,0,0,0,0,0,0,1
12,669622,0,0,0,0,0,0,0,0,0,0,0
13,542947,0,0,0,0,0,0,0,0,0,0,0
14,595751,1,1,0,0,0,0,0,0,0,0,0
