,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,445988,5,4,1,1,0,0,0,0,2,1,1
1,592663,5,5,1,0,0,0,1,1,1,0,1
2,516770,5,5,4,3,1,0,0,1,1,0,1
3,571506,5,3,1,0,0,0,1,2,1,2,2
4,446899,0,0,0,0,0,0,0,0,0,0,0
5,605119,4,4,2,2,0,0,0,1,1,0,1
6,518618,3,2,1,1,0,0,0,0,0,1,0
7,608716,0,0,0,0,0,0,0,0,0,0,0
8,457727,1,1,0,0,0,0,0,0,0,0,0
9,607457,0,0,0,0,0,0,0,0,0,0,0
10,592680,0,0,0,0,0,0,0,0,0,0,0
11,500743,2,2,1,0,1,0,0,1,0,0,0
12,621446,4,4,0,0,0,0,0,0,0,0,2
13,622694,2,2,0,0,0,0,0,0,0,0,1
14,547749,0,0,0,0,0,0,0,0,0,0,0
15,543776,2,2,0,0,0,0,0,0,0,0,0
