,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,572041,5,5,1,1,0,0,0,0,1,0,0
1,444482,5,4,2,1,0,1,0,2,0,1,1
2,502671,5,4,2,2,0,0,0,2,1,1,1
3,630111,5,4,1,0,0,0,1,2,1,1,2
4,571875,5,4,0,0,0,0,0,0,1,1,2
5,456078,4,4,2,1,1,0,0,1,1,0,0
6,572008,3,3,1,1,0,0,0,0,2,0,1
7,605113,3,3,2,1,0,0,1,2,1,0,0
8,543903,1,1,0,0,0,0,0,0,0,0,1
9,424144,0,0,0,0,0,0,0,0,0,0,0
10,457760,1,1,0,0,0,0,0,0,0,0,0
11,605177,0,0,0,0,0,0,0,0,0,0,0
12,460060,1,1,1,1,0,0,0,0,1,0,0
13,542609,0,0,0,0,0,0,0,0,0,0,0
14,431094,1,0,0,0,0,0,0,0,1,1,0
15,446899,0,0,0,0,0,0,0,0,0,0,0
