,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,519306,4,4,0,0,0,0,0,0,0,0,1
1,572041,4,4,0,0,0,0,0,0,0,0,1
2,502671,3,3,1,1,0,0,0,0,0,0,0
3,444482,4,4,0,0,0,0,0,0,0,0,0
4,500871,4,4,1,0,0,0,1,1,1,0,1
5,605113,4,4,1,0,1,0,0,0,0,0,0
6,606466,4,4,1,1,0,0,0,0,0,0,0
7,425772,3,3,0,0,0,0,0,0,0,0,2
8,571578,1,1,0,0,0,0,0,0,0,0,1
9,572233,1,1,1,0,0,0,1,1,1,0,0
10,673633,0,0,0,0,0,0,0,0,0,0,0
11,572008,1,1,0,0,0,0,0,0,0,0,0
12,446899,0,0,0,0,0,0,0,0,0,0,0
13,519008,0,0,0,0,0,0,0,0,0,0,0
14,605151,0,0,0,0,0,0,0,0,0,0,0
15,605177,0,0,0,0,0,0,0,0,0,0,0
