,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,456488,5,5,1,1,0,0,0,0,0,0,1
1,434636,4,3,1,1,0,0,0,0,0,1,0
2,474832,4,2,0,0,0,0,0,0,0,2,0
3,457763,4,4,1,1,0,0,0,0,0,0,1
4,543063,4,4,2,1,0,0,1,1,1,0,0
5,605412,3,3,1,1,0,0,0,0,0,0,0
6,519293,0,0,0,0,0,0,0,0,0,0,0
7,519326,0,0,0,0,0,0,0,0,0,0,0
8,571882,0,0,0,0,0,0,0,0,0,0,0
9,452655,1,1,0,0,0,0,0,0,0,0,1
10,433586,0,0,0,0,0,0,0,0,0,0,0
11,452254,4,4,0,0,0,0,0,0,0,0,3
12,453923,4,3,0,0,0,0,0,0,0,1,1
13,502188,2,2,0,0,0,0,0,0,0,0,1
14,501303,2,1,0,0,0,0,0,0,0,1,0
