,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,621453,6,6,2,1,1,0,0,0,1,0,2
1,457763,6,5,1,1,0,0,0,1,2,1,0
2,457705,6,6,3,3,0,0,0,1,0,0,1
3,474832,5,3,2,1,1,0,0,1,2,2,0
4,543063,5,4,1,1,0,0,0,0,1,1,1
5,467055,5,5,3,2,0,0,1,5,3,0,1
6,593700,5,5,3,2,1,0,0,1,2,0,0
7,491676,4,4,2,1,1,0,0,2,1,0,0
8,502706,0,0,0,0,0,0,0,0,0,0,0
9,473879,0,0,0,0,0,0,0,0,0,0,0
10,605143,0,0,0,0,0,0,0,0,0,0,0
11,453265,0,0,0,0,0,0,0,0,0,0,0
12,488818,1,1,0,0,0,0,0,0,0,0,0
13,621389,0,0,0,0,0,0,0,0,0,0,0
14,518516,3,2,1,1,0,0,0,0,1,1,1
15,606625,0,0,0,0,0,0,0,0,0,0,0
16,452254,2,2,0,0,0,0,0,0,0,0,0
