,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,514888,4,4,0,0,0,0,0,0,0,0,4
1,488726,4,4,2,1,0,0,1,1,1,0,1
2,621043,4,4,2,1,0,0,1,1,1,0,1
3,670541,4,4,1,1,0,0,0,0,1,0,0
4,649557,4,4,1,1,0,0,0,0,1,0,1
5,663656,4,3,2,1,0,0,1,3,1,1,1
6,596825,4,4,0,0,0,0,0,0,0,0,2
7,488771,4,4,0,0,0,0,0,0,0,0,2
8,543606,1,1,0,0,0,0,0,0,0,0,0
9,554340,0,0,0,0,0,0,0,0,0,0,0
10,621121,1,1,0,0,0,0,0,0,0,0,1
11,606160,0,0,0,0,0,0,0,0,0,0,0
12,676801,1,1,0,0,0,0,0,0,0,0,1
13,548384,0,0,0,0,0,0,0,0,0,0,0
14,664208,0,0,0,0,0,0,0,0,0,0,0
15,676694,1,1,0,0,0,0,0,0,0,0,1
