,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,516416,5,5,1,1,0,0,0,0,0,0,1
1,456422,5,5,1,1,0,0,0,0,0,0,0
2,502671,4,3,2,1,1,0,0,0,1,1,1
3,571875,4,4,1,1,0,0,0,0,1,0,0
4,630111,4,4,1,1,0,0,0,1,0,0,0
5,592273,4,4,1,1,0,0,0,1,0,0,0
6,488912,3,3,0,0,0,0,0,0,0,0,2
7,456078,1,1,0,0,0,0,0,0,0,0,0
8,605113,3,3,0,0,0,0,0,0,0,0,0
9,657205,0,0,0,0,0,0,0,0,0,0,0
10,542609,0,0,0,0,0,0,0,0,0,0,0
11,543302,1,1,0,0,0,0,0,0,0,0,0
12,592662,2,2,0,0,0,0,0,0,0,0,1
13,517414,0,0,0,0,0,0,0,0,0,0,0
14,594838,2,1,1,0,1,0,0,0,0,1,0
