,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,488862,4,4,1,1,0,0,0,0,0,0,0
1,594777,4,2,1,1,0,0,0,0,0,2,0
2,542364,0,0,0,0,0,0,0,0,0,0,0
3,545361,4,4,1,1,0,0,0,0,0,0,0
4,453203,0,0,0,0,0,0,0,0,0,0,0
5,405395,4,4,0,0,0,0,0,0,0,0,0
6,543068,4,4,1,1,0,0,0,0,1,0,0
7,527043,4,4,0,0,0,0,0,0,0,0,3
8,542908,2,2,0,0,0,0,0,0,0,0,0
9,502544,1,0,0,0,0,0,0,0,0,1,0
10,492802,1,1,0,0,0,0,0,0,0,0,0
11,460060,4,4,1,1,0,0,0,1,0,0,1
12,463610,2,2,1,0,1,0,0,0,0,0,0
13,596847,1,1,0,0,0,0,0,0,0,0,0
14,592230,0,0,0,0,0,0,0,0,0,0,0
